gene_short_name	logFC	t	P.Value	adj.P.Val	B
Txnrd3	1.3340286103	3.6096055529	0.0301592391	0.0301592391	-5.4715432348
Secisbp2l	0.8993246549	3.6093764524	0.0301645964	0.0301645964	-5.4717633405
RGD1305455	0.3960753196	3.6078853028	0.0301994942	0.0301994942	-5.4731961476
Rnmt	0.5992334487	3.6056379977	0.0302521832	0.0302521832	-5.4753561852
Mns1	1.5328819171	3.6056058744	0.0302529372	0.0302529372	-5.4753870669
Plg	-0.2903112036	-3.6045799472	0.0302770291	0.0302770291	-5.4763734245
LOC498592	-0.5867214161	-3.6036040412	0.0302999685	0.0302999685	-5.4773118438
Bmp10	-0.7044121133	-3.6030399025	0.0303132388	0.0303132388	-5.4778543811
Kif26b	0.8431389121	3.601304633	0.030354103	0.030354103	-5.4795235191
Zfp496	0.5187761058	3.5983505322	0.030423827	0.030423827	-5.4823661285
Plek2	1.4767821003	3.5940489202	0.030525711	0.030525711	-5.486507849
Btg2	-1.5584786234	-3.5931896693	0.0305461131	0.0305461131	-5.4873355107
Fnip1	0.5692527862	3.5929223221	0.0305524645	0.0305524645	-5.4875930529
Psma6	0.4495449203	3.5921165933	0.030571616	0.030571616	-5.4883692996
Slc30a7	-0.3343428052	-3.5908596071	0.0306015233	0.0306015233	-5.4895804962
Lonp1	0.2076153583	3.5897044036	0.0306290409	0.0306290409	-5.4906938375
Map4	0.1747870642	3.5864497915	0.0307067328	0.0307067328	-5.4938316399
Kif1bp	0.2998380074	3.5861738734	0.0307133305	0.0307133305	-5.494097732
Ddx46	0.3731066728	3.5861195567	0.0307146296	0.0307146296	-5.4941501158
Prr11	-1.9608207249	-3.5842991343	0.0307582059	0.0307582059	-5.4959060253
Slc22a4	0.6738602136	3.5842243505	0.0307599976	0.0307599976	-5.4959781701
Gpx2	2.2541241161	3.5831008245	0.0307869322	0.0307869322	-5.4970621541
Rps6ka3	0.5695766105	3.5818884561	0.0308160294	0.0308160294	-5.4982320771
Hspa1b	0.9059445644	3.5813037021	0.0308300758	0.0308300758	-5.4987964416
Foxred2	-0.7307535859	-3.5808513851	0.0308409464	0.0308409464	-5.499233024
Pus7	0.6618366626	3.5803549909	0.0308528818	0.0308528818	-5.4997121874
Zfp612	0.9989961264	3.5788483264	0.0308891434	0.0308891434	-5.5011667908
Acsl3	1.3342257274	3.5780304791	0.030908849	0.030908849	-5.5019565283
Slamf7	-0.9645484481	-3.5748912983	0.0309846308	0.0309846308	-5.5049887943
Snrpb2	0.3012469406	3.573494416	0.0310184265	0.0310184265	-5.5063386015
Lamp1	0.222454817	3.5716219969	0.0310637988	0.0310637988	-5.5081484033
Rnf7	0.5580494706	3.5709179406	0.0310808807	0.0310808807	-5.5088290578
Spryd7	0.4891289261	3.5698197813	0.0311075476	0.0311075476	-5.5098908722
Perp	0.4218129422	3.5689329417	0.0311291037	0.0311291037	-5.5107484999
Asic2	-2.3492968904	-3.5687288808	0.0311340663	0.0311340663	-5.5109458567
Phf5a	0.1978827027	3.5653831572	0.0312155725	0.0312155725	-5.5141826011
R3hdm2	-0.2766260333	-3.5646766469	0.0312328178	0.0312328178	-5.5148663247
Sapcd2	-2.5508862998	-3.5626029576	0.0312835029	0.0312835029	-5.5168735881
Lamtor1	0.2266329101	3.5612238239	0.0313172682	0.0313172682	-5.518208921
Metap2	0.4216850021	3.5601978317	0.0313424168	0.0313424168	-5.5192025231
Ebag9	0.3464442114	3.5596382103	0.0313561445	0.0313561445	-5.5197445477
Prpf4	0.2459269733	3.5542827427	0.0314878933	0.0314878933	-5.5249341233
Nploc4	0.3319469229	3.5537040565	0.0315021704	0.0315021704	-5.5254951557
RGD1565685	0.5790726485	3.5535148495	0.0315068402	0.0315068402	-5.5256786022
Slc25a33	0.8564047956	3.5530923387	0.0315172713	0.0315172713	-5.5260882698
Rpp30	-0.576956289	-3.551168478	0.031564822	0.031564822	-5.5279540074
Gnl3	0.892187361	3.548595939	0.0316285447	0.0316285447	-5.5304497415
Znhit6	0.4365175424	3.5480199491	0.031642834	0.031642834	-5.5310086784
Tnrc18	-0.4541971613	-3.5479735082	0.0316439864	0.0316439864	-5.5310537467
Ggt5	-0.6403351803	-3.5474749629	0.0316563615	0.0316563615	-5.5315375779
Rabac1	0.1970009272	3.5458194378	0.0316974984	0.0316974984	-5.5331445245
Klhl21	0.9326337504	3.5456154671	0.0317025713	0.0317025713	-5.5333425402
Hp	-0.4188889366	-3.5455132052	0.031705115	0.031705115	-5.5334418189
Mrps27	1.0412330348	3.5412747851	0.031810766	0.031810766	-5.537558055
Arih1	0.3028336452	3.5401435037	0.0318390391	0.0318390391	-5.5386572057
Rpl8	-0.0939164331	-3.5399601709	0.0318436239	0.0318436239	-5.5388353505
Cd151	0.3722256853	3.5395044341	0.0318550245	0.0318550245	-5.539278214
Dnajc12	-0.70408073	-3.5386268579	0.0318769921	0.0318769921	-5.5401310938
Ate1	0.1929045073	3.5376602132	0.0319012109	0.0319012109	-5.541070677
Bcl2l14	1.7273091067	3.5364338288	0.0319319702	0.0319319702	-5.5422629417
Polr1e	0.6530184754	3.536082796	0.0319407813	0.0319407813	-5.5426042522
Dynlt1	0.9983119313	3.5351469061	0.0319642874	0.0319642874	-5.543514317
Ggt1	1.437707303	3.5342928265	0.0319857574	0.0319857574	-5.5443449501
Smox	0.4672361583	3.5340747747	0.0319912416	0.0319912416	-5.5445570345
Ncdn	0.6123539826	3.5338727363	0.0319963242	0.0319963242	-5.5447535504
Sgce	-0.6457086636	-3.5332297154	0.0320125069	0.0320125069	-5.5453790382
Shtn1	0.6840799989	3.5331907042	0.0320134891	0.0320134891	-5.5454169878
Ilf3	0.3084981787	3.5297197304	0.0321010207	0.0321010207	-5.5487944738
Egfl7	-0.1972441522	-3.5290124168	0.0321188942	0.0321188942	-5.5494829711
Col5a1	-0.4597255176	-3.5261414975	0.0321915676	0.0321915676	-5.5522783322
Tef	0.9662531812	3.5252479372	0.0322142284	0.0322142284	-5.5531486424
Commd10	0.6168767913	3.5241800136	0.032241337	0.032241337	-5.5541889454
LOC499339	0.4536850973	3.523812461	0.0322506736	0.0322506736	-5.5545470337
Ing5	0.5093829832	3.5231157805	0.03226838	0.03226838	-5.5552258337
Akap8l	-0.5035947011	-3.5228014034	0.0322763739	0.0322763739	-5.5555321674
Clcn5	0.609763342	3.5217334525	0.0323035479	0.0323035479	-5.5565729121
Eid3	-1.4560182989	-3.5175596812	0.0324100214	0.0324100214	-5.5606420944
Atp6v1f	0.3123237113	3.5160512251	0.0324486092	0.0324486092	-5.5621134318
S100g	2.6194337688	3.5159312774	0.03245168	0.03245168	-5.5622304434
Parp1	0.4422128263	3.5124029145	0.0325421718	0.0325421718	-5.5656734639
Mmadhc	0.4654168462	3.5108123215	0.0325830678	0.0325830678	-5.5672262319
Usp11	1.2571376221	3.5098082617	0.0326089161	0.0326089161	-5.568206622
Xrcc6	0.7518112483	3.5042900564	0.0327514292	0.0327514292	-5.5735976045
Lin7a	-1.9747433875	-3.5011810045	0.032832063	0.032832063	-5.5766371118
Shmt2	-0.3505661707	-3.5009047282	0.0328392401	0.0328392401	-5.5769072827
Gnai2	0.3304499452	3.4991011205	0.0328861422	0.0328861422	-5.5786713314
Polr1c	0.4868438627	3.4988402868	0.032892932	0.032892932	-5.5789264871
Gns	0.4725404602	3.4946847041	0.0330013397	0.0330013397	-5.5829930696
Bdh2	1.2019897427	3.4939871282	0.0330195808	0.0330195808	-5.5836759752
Hnrnpl	0.2082743287	3.4934955293	0.0330324433	0.0330324433	-5.5841572821
Lactb2	1.2436675246	3.4925805331	0.0330564003	0.0330564003	-5.585053225
Hgs	0.359203684	3.4909351205	0.0330995356	0.0330995356	-5.5866647101
Ipo13	0.4732722945	3.4905425458	0.0331098374	0.0331098374	-5.5870492539
Srxn1	0.6541697186	3.4905208359	0.0331104072	0.0331104072	-5.5870705204
Gpr146	1.0213377021	3.490223982	0.0331181999	0.0331181999	-5.5873613189
Phf20l1	-0.1832358284	-3.4897682157	0.0331301687	0.0331301687	-5.5878078156
Cabp4	1.5232214143	3.4877258277	0.0331838691	0.0331838691	-5.5898090712
Prmt3	0.6391561693	3.4874879158	0.0331901315	0.0331901315	-5.590042235
Rcbtb1	-1.1026309293	-3.4868759779	0.0332062459	0.0332062459	-5.5906420017
Cd59	0.6082457225	3.4853956513	0.0332452679	0.0332452679	-5.5920931318
Pde8a	0.3607000983	3.483487085	0.0332956622	0.0332956622	-5.5939645716
Hebp2	2.3067223946	3.4829023094	0.0333111216	0.0333111216	-5.5945380881
Aldoa	0.9323219065	3.4803960813	0.0333774784	0.0333774784	-5.5969966802
Kat7	0.3046730807	3.4794661474	0.0334021415	0.0334021415	-5.5979091938
Wdr83os	0.3842495585	3.4774949744	0.0334544944	0.0334544944	-5.5998438975
Cyp4v3	-0.8776906827	-3.4744470585	0.0335356446	0.0335356446	-5.6028366442
Abcc2	-0.2421210539	-3.4734881494	0.0335612256	0.0335612256	-5.6037785032
Atp5b	0.2519214515	3.473447539	0.0335623095	0.0335623095	-5.6038183948
Ces4a	0.8459301147	3.4721192904	0.0335977849	0.0335977849	-5.6051232774
Pip4k2c	0.3871760667	3.4706139199	0.0336380469	0.0336380469	-5.6066025069
Runx2	0.6340751159	3.4705171649	0.0336406367	0.0336406367	-5.6066975941
Gkap1	0.3329361823	3.4694496648	0.0336692265	0.0336692265	-5.6077467926
Dopey2	0.9586855763	3.4661172907	0.0337586675	0.0337586675	-5.6110232072
Klhl41	-1.7939322477	-3.4639578541	0.0338167837	0.0338167837	-5.6131473288
Mrrf	0.3230414305	3.4596646608	0.0339326927	0.0339326927	-5.6173725266
Slk	0.3266143569	3.4595467705	0.0339358824	0.0339358824	-5.6174885913
Usmg5	0.2896792825	3.4580894219	0.0339753445	0.0339753445	-5.6189235561
Ubxn2a	0.5590003847	3.4579035963	0.0339803804	0.0339803804	-5.6191065519
Snx13	0.3784258724	3.4576808416	0.0339864182	0.0339864182	-5.6193259219
B4galt5	0.539431376	3.4559240152	0.0340340842	0.0340340842	-5.6210563311
Dnajb11	-0.4529170731	-3.4556771477	0.0340407888	0.0340407888	-5.6212995261
Ndufa11	-0.1939629536	-3.4551611842	0.034054807	0.034054807	-5.6218078453
Rabggtb	0.3176787237	3.4534865343	0.0341003545	0.0341003545	-5.6234579779
Pabpc1	0.1854582707	3.453212063	0.0341078268	0.0341078268	-5.6237284736
Atf5	-1.2467996647	-3.4529424468	0.034115169	0.034115169	-5.6239941964
Rps29	-0.1610441481	-3.4527594903	0.0341201523	0.0341201523	-5.6241745175
Brd2	-0.3615171333	-3.4498765351	0.0341987965	0.0341987965	-5.6270166524
Nfil3	-2.0509192482	-3.4496034319	0.0342062581	0.0342062581	-5.6272859576
Asb3	0.3017347821	3.4485359953	0.0342354413	0.0342354413	-5.6283386644
Spry4	-1.1680483446	-3.4466429954	0.0342872709	0.0342872709	-5.6302059909
Kansl2	0.3203079317	3.445666161	0.0343140541	0.0343140541	-5.6311698017
Bsdc1	0.3553816212	3.4449525579	0.0343336363	0.0343336363	-5.6318739873
Apool	0.2925307628	3.4437581293	0.0343664438	0.0343664438	-5.6330528354
Hdgfrp2	0.3419869119	3.4432516907	0.034380366	0.034380366	-5.6335527368
Fkbp4	-1.0744796615	-3.4432286478	0.0343809996	0.0343809996	-5.6335754833
Adamdec1	-1.7572719633	-3.4428699123	0.0343908657	0.0343908657	-5.6339296143
Tdp2	0.188083308	3.4418518882	0.0344188831	0.0344188831	-5.6349346842
Nmt2	1.2058510817	3.4365544031	0.0345651328	0.0345651328	-5.6401674402
Prdx1	0.3544630062	3.4363704652	0.0345702246	0.0345702246	-5.6403492113
Fbxo31	0.9564253543	3.4356840992	0.034589233	0.034589233	-5.6410275401
Cldnd1	0.5162792105	3.435205048	0.0346025075	0.0346025075	-5.6415010264
Adamts15	1.3265721263	3.4346898739	0.0346167901	0.0346167901	-5.6420102572
Mettl24	-2.2362560935	-3.4334378257	0.034651532	0.034651532	-5.6432480381
Filip1	-0.75477196	-3.4293821743	0.0347643643	0.0347643643	-5.6472592008
Gatad2a	-0.2832158613	-3.4279937612	0.0348030955	0.0348030955	-5.6486329897
Cc2d1b	0.3953770246	3.4276223559	0.0348134653	0.0348134653	-5.6490005354
Mlf2	-0.2482606976	-3.4270589022	0.0348292044	0.0348292044	-5.6495581761
Synpo	1.459256487	3.4266698899	0.034840076	0.034840076	-5.6499432047
Wdr45	0.5114034641	3.4263078441	0.0348501976	0.0348501976	-5.6503015648
Tango2	0.9689411113	3.4241961286	0.034909307	0.034909307	-5.6523922017
Trim46	-0.9124121501	-3.421240551	0.0349922451	0.0349922451	-5.6553194791
Wdr1	0.351106962	3.4202487732	0.0350201304	0.0350201304	-5.6563020746
Cox4i1	0.2499664976	3.4200467056	0.0350258152	0.0350258152	-5.6565022908
Surf1	0.4417513982	3.4194686694	0.0350420835	0.0350420835	-5.6570750669
Rars2	0.5088189687	3.4194152384	0.0350435877	0.0350435877	-5.6571280143
Cyp2c7	-3.1036330676	-3.4192372297	0.0350485997	0.0350485997	-5.6573044155
Slc22a7	-0.5162861556	-3.4186667493	0.0350646682	0.0350646682	-5.6578697783
Cenpa	-1.2165499166	-3.4180011966	0.035083426	0.035083426	-5.6585294267
Sri	0.8458449268	3.4167813968	0.0351178367	0.0351178367	-5.6597385897
Adora2a	0.5116481942	3.4165400348	0.0351246505	0.0351246505	-5.6599778754
Sez6	-3.3902282943	-3.4159912408	0.0351401494	0.0351401494	-5.660521983
Ubb	0.5269877753	3.4150827471	0.0351658253	0.0351658253	-5.6614228252
Cyb5b	0.8169755844	3.4137636321	0.0352031475	0.0352031475	-5.6627310661
Snrnp200	0.2415281733	3.4129735908	0.0352255239	0.0352255239	-5.6635147285
Rnmtl1	0.7449055675	3.4108621853	0.0352854114	0.0352854114	-5.6656095785
Chfr	0.081062511	3.4098608657	0.0353138566	0.0353138566	-5.6666032971
Proser1	0.2257864087	3.4086921953	0.0353470916	0.0353470916	-5.6677632998
Srd5a1	-1.3976120524	-3.4077906154	0.0353727574	0.0353727574	-5.668658343
Ddx21	0.6685235012	3.4052433973	0.0354453949	0.0354453949	-5.6711877987
Rfc5	-0.4367531613	-3.4045104121	0.0354663311	0.0354663311	-5.6719158658
Ypel3	-0.9817088392	-3.4043805404	0.0354700422	0.0354700422	-5.6720448751
Ltbr	0.1983940979	3.4034057441	0.0354979125	0.0354979125	-5.673013285
Noc4l	0.6064742833	3.4021786338	0.0355330351	0.0355330351	-5.6742325731
Pcid2	0.4078066576	3.4021479981	0.0355339125	0.0355339125	-5.6742630166
Armc8	0.4006676307	3.4016512028	0.0355481445	0.0355481445	-5.6747567163
Usp33	0.3203881462	3.4014402042	0.0355541912	0.0355541912	-5.6749664123
Pex13	-0.1011433297	-3.400902892	0.0355695951	0.0355695951	-5.6755004393
Prkaca	-0.5102071582	-3.3998018939	0.0356011846	0.0356011846	-5.676594851
Lysmd3	-0.7041209715	-3.3992012681	0.0356184322	0.0356184322	-5.6771919658
Mrps33	0.2310022906	3.3937924082	0.0357742185	0.0357742185	-5.6825718222
Prg4	-1.1039588009	-3.3919629599	0.0358271005	0.0358271005	-5.6843925256
RGD735029	0.2077979518	3.3886856264	0.0359220764	0.0359220764	-5.6876555398
Egln3	2.4474810586	3.3854823218	0.0360152072	0.0360152072	-5.6908465191
RGD1566320	0.567092351	3.3840085847	0.0360581537	0.0360581537	-5.6923151405
Hgfac	-0.4377995164	-3.383837422	0.0360631457	0.0360631457	-5.6924857317
Atp5i	0.1402226936	3.3820113716	0.0361164558	0.0361164558	-5.6943059788
Fabp5	2.5243580925	3.3784474377	0.0362207823	0.0362207823	-5.6978601329
Ddrgk1	0.1767619342	3.3778981688	0.0362368939	0.0362368939	-5.6984080765
Pggt1b	0.4744850719	3.3762850011	0.036284264	0.036284264	-5.7000176328
Dpyd	-0.5836183601	-3.375872359	0.0362963934	0.0362963934	-5.7004294185
Msl1	-0.1412727916	-3.3756456956	0.0363030582	0.0363030582	-5.7006556231
Dnajb6	0.2695039958	3.3756351199	0.0363033692	0.0363033692	-5.7006661776
Tbx2	-0.7935763162	-3.3753640098	0.0363113429	0.0363113429	-5.7009367502
Atl3	0.4298041925	3.3732233032	0.0363743799	0.0363743799	-5.7030736293
Ak2	-0.3425457117	-3.3723053931	0.0364014508	0.0364014508	-5.7039901244
Ecm1	-0.5226987749	-3.3721937114	0.0364047462	0.0364047462	-5.7041016432
Gtpbp10	0.4401956665	3.3718597598	0.0364146023	0.0364146023	-5.7044351197
Enc1	1.7809903844	3.3712982213	0.0364311827	0.0364311827	-5.7049958999
RGD1559747	1.202459413	3.3705258441	0.0364540037	0.0364540037	-5.7057673169
Med13	-0.2209793203	-3.3694334001	0.0364863117	0.0364863117	-5.7068585671
Poglut1	-0.5504525046	-3.3687273078	0.0365072125	0.0365072125	-5.7075639901
Rhbdd1	0.5843951138	3.3683806171	0.0365174802	0.0365174802	-5.7079103816
Coa5	0.4843714534	3.3654602128	0.036604113	0.036604113	-5.7108290345
Crls1	0.4210507203	3.3638623	0.0366516218	0.0366516218	-5.7124265709
Rrp1	0.5240374715	3.363773767	0.0366542562	0.0366542562	-5.7125150951
Ubfd1	0.3031055664	3.3636169042	0.0366589245	0.0366589245	-5.7126719454
Acox3	-0.2489278388	-3.363074165	0.0366750824	0.0366750824	-5.7132146719
Xpo5	0.5196118753	3.3625829136	0.036689715	0.036689715	-5.7137059528
Utp15	0.4533995776	3.3618344659	0.0367120223	0.0367120223	-5.7144545202
Rnpc3	0.3302093385	3.3613625545	0.0367260961	0.0367260961	-5.7149265535
Oser1	0.36334331	3.3606259069	0.0367480785	0.0367480785	-5.7156634632
Sipa1l3	0.4017121898	3.3598667752	0.0367707488	0.0367707488	-5.7164229565
Limk2	1.1222569435	3.3588291455	0.0368017638	0.0368017638	-5.7174612308
Tmem30b	1.3076315909	3.3587665506	0.0368036359	0.0368036359	-5.7175238703
Igfbp3	-1.0544441894	-3.3562676267	0.0368784666	0.0368784666	-5.7200250846
Serinc1	0.2770970986	3.3545859325	0.0369289308	0.0369289308	-5.7217088873
Reep3	0.3941319943	3.3540033149	0.0369464338	0.0369464338	-5.7222923419
Uchl3	0.3082924271	3.3538211357	0.0369519089	0.0369519089	-5.722474794
Xrcc1	0.4139723939	3.3536311894	0.0369576185	0.0369576185	-5.7226650306
Acads	0.3773157136	3.3532626684	0.036968699	0.036968699	-5.7230341313
mrpl11	0.2271744008	3.351698804	0.0370157661	0.0370157661	-5.7246006999
Sbsn	2.1191823909	3.3500537782	0.0370653557	0.0370653557	-5.726248996
Sqstm1	0.5325360153	3.3452866283	0.037209525	0.037209525	-5.7310280899
Rras	0.8159755963	3.3450512896	0.0372166601	0.0372166601	-5.7312641133
Akap11	0.348659678	3.3448320304	0.0372233091	0.0372233091	-5.7314840184
Sbno2	0.2742300215	3.3446661971	0.037228339	0.037228339	-5.7316503453
Papd5	0.2101832709	3.3437801777	0.0372552271	0.0372552271	-5.7325390776
Dph2	0.6461466472	3.3434435681	0.0372654484	0.0372654484	-5.7328767512
Tmed7	-0.3245218815	-3.3404346171	0.0373569708	0.0373569708	-5.7358960249
Zfp385a	-0.5127376991	-3.3387402292	0.0374086304	0.0374086304	-5.7375968692
Sirt5	0.594517787	3.3381362878	0.037427065	0.037427065	-5.738203224
Kcnn1	-1.5593555469	-3.3360416027	0.0374910895	0.0374910895	-5.7403067361
Yae1d1	0.6711259443	3.3324523091	0.0376011111	0.0376011111	-5.7439128025
Sbf2	0.2471629924	3.3316647697	0.0376253045	0.0376253045	-5.7447043006
Dhtkd1	-0.6139486066	-3.3306252671	0.0376572676	0.0376572676	-5.7457491817
Homer3	0.6627530049	3.32982899	0.0376817745	0.0376817745	-5.7465496971
Prr5l	-0.4790642011	-3.3282866164	0.0377292999	0.0377292999	-5.7481005713
Psmc1	0.4601911947	3.3276726687	0.037748238	0.037748238	-5.7487180098
Chpt1	0.4959998196	3.3264167749	0.0377870145	0.0377870145	-5.749981234
Tmem134	0.5734202278	3.3262647729	0.037791711	0.037791711	-5.7501341405
Nars	0.379234936	3.3236508414	0.0378725874	0.0378725874	-5.7527642105
Zcchc9	0.4754368948	3.3222258672	0.0379167666	0.0379167666	-5.7541984477
LOC306766	0.2837790334	3.3217641651	0.0379310946	0.0379310946	-5.7546632216
Trim36	2.2118213087	3.3180311507	0.0380471864	0.0380471864	-5.7584223375
Timm21	0.2518266328	3.3179338981	0.0380502166	0.0380502166	-5.7585203001
Echdc2	0.2603101333	3.3169952837	0.038079478	0.038079478	-5.7594658467
Fpgt	0.465587989	3.3165234836	0.0380941968	0.0380941968	-5.759941185
Crip2	-0.2510724627	-3.3163013589	0.0381011289	0.0381011289	-5.760164988
Coq6	0.3851646194	3.3159841786	0.0381110302	0.0381110302	-5.7604845787
Pcca	0.4293270241	3.3141661009	0.0381678455	0.0381678455	-5.7623167863
Parl	0.3550470868	3.3119952975	0.0382358201	0.0382358201	-5.764505161
Smim20	0.4830576679	3.3115127706	0.0382509498	0.0382509498	-5.7649916972
Gnl2	0.4333015758	3.3104700136	0.0382836707	0.0382836707	-5.7660432472
Tnpo3	0.3598192748	3.3093153438	0.0383199435	0.0383199435	-5.7672078588
Cd320	0.5808656944	3.3088984194	0.0383330512	0.0383330512	-5.767628426
Lman2l	0.3935872139	3.3079579839	0.0383626378	0.0383626378	-5.7685771815
Gsk3a	0.2737972593	3.3072112906	0.0383861491	0.0383861491	-5.7693305828
Acbd5	0.2933921842	3.3066983516	0.0384023105	0.0384023105	-5.769848182
Ccnjl	-1.0012761227	-3.3057917343	0.0384308961	0.0384308961	-5.7707631403
Pdp2	0.6271487974	3.3007657741	0.03858984	0.03858984	-5.7758377528
Derl1	0.160021	3.2961968254	0.0387350335	0.0387350335	-5.7804544773
Gga1	0.3539990861	3.2960515485	0.0387396612	0.0387396612	-5.7806013287
Hectd2	-0.8450238816	-3.2954935346	0.0387574426	0.0387574426	-5.7811654223
Pigr	-0.3575616141	-3.294083901	0.0388024059	0.0388024059	-5.7825906384
Sirt4	0.512971943	3.2908385925	0.0389061664	0.0389061664	-5.7858730445
Rpusd2	0.8090211469	3.2887850596	0.0389719991	0.0389719991	-5.7879509325
Atp5j	0.2687235422	3.2861477965	0.0390567464	0.0390567464	-5.7906204754
Tuba3a	2.5964818507	3.2856822709	0.0390717293	0.0390717293	-5.791091816
Zfp105	0.4089001407	3.2848766854	0.0390976739	0.0390976739	-5.7919075471
Mycbp	0.165000729	3.2831212162	0.0391542836	0.0391542836	-5.7936854889
Mdm2	0.6568924306	3.2808800796	0.0392267015	0.0392267015	-5.7959560407
Narfl	0.5312883299	3.277925346	0.0393224298	0.0393224298	-5.7989507991
Ddx24	0.3625694229	3.2778596305	0.0393245621	0.0393245621	-5.7990174208
Zfp455	0.5068472532	3.2773412406	0.0393413878	0.0393413878	-5.7995429841
Igfbp5	-1.4141430931	-3.2764825861	0.0393692771	0.0393692771	-5.8004136164
Mk1	-0.7905856844	-3.2752133905	0.0394105454	0.0394105454	-5.8017007354
Irs1	-0.7006677425	-3.2743850136	0.039437509	0.039437509	-5.8025409513
Ppp1r37	-0.1434589382	-3.274247647	0.0394419825	0.0394419825	-5.8026802918
Sar1b	0.3747798063	3.2739758823	0.0394508346	0.0394508346	-5.8029559708
Phlpp2	1.220068668	3.2707619757	0.0395557056	0.0395557056	-5.8062170754
Nek6	0.4555014009	3.2703501451	0.0395691685	0.0395691685	-5.8066350749
Higd2a	0.2939988933	3.2698534239	0.0395854141	0.0395854141	-5.8071392733
Tjap1	-0.1422624126	-3.2697761389	0.0395879425	0.0395879425	-5.8072177252
Mapkapk3	1.2067779546	3.2677518507	0.039654238	0.039654238	-5.8092729238
Zfp64	-0.5420466891	-3.2656006888	0.0397248383	0.0397248383	-5.8114576612
Tsc22d3	-1.2369247077	-3.2648616401	0.0397491293	0.0397491293	-5.8122084182
Pnpla3	3.5154684292	3.2637903725	0.0397843719	0.0397843719	-5.8132968143
Atp6v0d2	1.5828264856	3.2631291108	0.0398061454	0.0398061454	-5.8139687418
Itgb3	-0.3575378941	-3.2627111064	0.0398199166	0.0398199166	-5.8143935249
Tmsb4x	-0.7167551842	-3.2623419199	0.0398320844	0.0398320844	-5.8147687221
Myadm	0.6943991543	3.259513093	0.0399254697	0.0399254697	-5.8176443375
Rbfa	-0.7607004615	-3.257861243	0.039980125	0.039980125	-5.8193241089
Kif18b	-1.2833751916	-3.255088478	0.0400720753	0.0400720753	-5.8221447367
Tctn2	1.0437351049	3.2549140565	0.0400778681	0.0400778681	-5.8223222107
Mesdc2	0.3982371683	3.253283845	0.0401320601	0.0401320601	-5.8239811906
Zbtb4	0.3530999223	3.2514979522	0.0401915305	0.0401915305	-5.8257990937
Tmem42	0.5220603742	3.251093543	0.0402050124	0.0402050124	-5.8262108233
Cracr2b	1.0581313811	3.2509584545	0.0402095172	0.0402095172	-5.826348363
Fgr	-1.1789191734	-3.2507664014	0.0402159225	0.0402159225	-5.8265439061
Nsun5	0.3946172541	3.25062538	0.0402206267	0.0402206267	-5.8266874939
Msn	0.2162318939	3.2506034039	0.0402213598	0.0402213598	-5.8267098702
Map1b	1.7795972445	3.2497901898	0.0402485006	0.0402485006	-5.8275379496
Btbd3	0.4421218549	3.2494296328	0.0402605412	0.0402605412	-5.8279051319
Plgrkt	0.4979785184	3.2482785488	0.0402990109	0.0402990109	-5.829077508
Ppp2r1b	0.9023518652	3.2471388957	0.040337143	0.040337143	-5.8302384535
Tmem126a	0.1893323558	3.2455892919	0.0403890629	0.0403890629	-5.8318173469
A1cf	0.4641718551	3.2437495499	0.0404508106	0.0404508106	-5.833692368
Nr3c1	-0.2183772516	-3.2427336793	0.0404849563	0.0404849563	-5.8347279543
Grb14	0.1880181245	3.2421661407	0.0405040479	0.0405040479	-5.8353065804
Rexo4	0.6225759625	3.2408961129	0.0405468108	0.0405468108	-5.8366016089
Calr	-0.4274977313	-3.2406881613	0.040553818	0.040553818	-5.8368136791
RGD1304884	-0.2029857327	-3.2400430102	0.0405755667	0.0405755667	-5.837471652
Ebpl	0.8631524747	3.2385244543	0.0406268152	0.0406268152	-5.8390206545
Mea1	0.2889526042	3.2380801748	0.0406418239	0.0406418239	-5.8394739124
Trappc10	0.3666135363	3.2375078168	0.0406611693	0.0406611693	-5.8400578843
Rab40b	-0.4167923913	-3.2374423319	0.0406633834	0.0406633834	-5.8401247014
Ccdc86	0.7974010554	3.2374111098	0.0406644391	0.0406644391	-5.8401565588
Xrn1	0.3826337584	3.2372912954	0.0406684906	0.0406684906	-5.8402788131
Aip	0.3547926886	3.2362225224	0.0407046529	0.0407046529	-5.8413694527
Pno1	0.5963944642	3.2362110955	0.0407050398	0.0407050398	-5.8413811145
Ube4b	0.4281204331	3.2357965997	0.0407190752	0.0407190752	-5.8418041412
Marcks	-0.4905116736	-3.2341577902	0.0407746258	0.0407746258	-5.8434769533
C1qbp	0.3119283763	3.2340452088	0.0407784454	0.0407784454	-5.8435918866
Ap1g1	0.3065300744	3.2334654617	0.0407981216	0.0407981216	-5.8441837774
Tmem199	0.4900187204	3.2324035016	0.040834194	0.040834194	-5.8452681232
Icam2	-0.3570750821	-3.2323833533	0.0408348787	0.0408348787	-5.845288698
Extl1	-0.7676538171	-3.2313431031	0.0408702524	0.0408702524	-5.8463510572
Atf3	-2.1710416395	-3.2313203344	0.0408710271	0.0408710271	-5.8463743118
Mycl	1.6441697636	3.2298684854	0.0409204612	0.0409204612	-5.8478573166
Ulk2	-0.2036449356	-3.2260710244	0.0410501088	0.0410501088	-5.8517378857
ERCC-00039	0.8188163949	3.2252303587	0.0410788777	0.0410788777	-5.8525972659
Prodh2	-0.6614083256	-3.2252096763	0.0410795858	0.0410795858	-5.8526184102
