gene_short_name	logFC	t	P.Value	adj.P.Val	B
Ninj1	-0.4552987578	-4.1993523957	0.0194378249	0.0194378249	-3.9753351552
Pgrmc2	0.3640830876	4.1976359846	0.0194611351	0.0194611351	-3.9768260216
Rexo2	0.3669203727	4.197598635	0.0194616427	0.0194616427	-3.9768584679
Serinc2	2.4853569952	4.1974834222	0.0194632087	0.0194632087	-3.9769585569
Itpripl2	0.9343817715	4.1957046669	0.0194874058	0.0194874058	-3.9785040582
Pten	0.2036157647	4.1956034536	0.0194887837	0.0194887837	-3.9785920127
Fam20c	-0.2034958977	-4.1943067239	0.019506449	0.019506449	-3.9797190019
Nupr1	1.3409885786	4.1928199313	0.0195267281	0.0195267281	-3.9810114708
Rab11fip1	0.4679134131	4.1879188516	0.0195937639	0.0195937639	-3.98527422
Cyp1a1	2.4324465577	4.1878321324	0.0195949526	0.0195949526	-3.9853496756
Ak3	0.2672998378	4.1877499411	0.0195960793	0.0195960793	-3.9854211925
Gli3	-0.6895096318	-4.1834655374	0.0196549254	0.0196549254	-3.9891505048
Hao1	-0.7853826739	-4.182261499	0.0196715026	0.0196715026	-3.9901990204
Dnajb5	-0.549027759	-4.1778798515	0.0197319774	0.0197319774	-3.9940164558
Xrcc6	0.6953861902	4.1733640361	0.0197945478	0.0197945478	-3.9979536657
Ilf2	-0.3888624199	-4.173315602	0.0197952202	0.0197952202	-3.9979959099
Elp2	0.3577566485	4.1728865473	0.0198011783	0.0198011783	-3.9983701457
Kif1bp	0.2376392287	4.1685879145	0.0198609957	0.0198609957	-4.0021210166
Lrsam1	-0.4705125298	-4.168300865	0.0198649981	0.0198649981	-4.0023715828
Steap3	-0.4808712491	-4.1669057819	0.0198844649	0.0198844649	-4.0035895232
Bmf	-1.9438703848	-4.1618214966	0.0199556126	0.0199556126	-4.0080305935
Lamtor5	0.220602611	4.1601740759	0.0199787344	0.0199787344	-4.0094703966
Gpt	1.0022799754	4.1577899943	0.0200122548	0.0200122548	-4.0115547144
Auh	0.4131566018	4.1550494889	0.0200508736	0.0200508736	-4.0139516529
Dlc1	-0.8213421335	-4.1531730946	0.0200773693	0.0200773693	-4.015593435
Sin3b	0.2600041583	4.1527148608	0.0200838465	0.0200838465	-4.0159944515
Cyc1	0.2972411742	4.152268971	0.0200901517	0.0200901517	-4.0163846943
Fkbp4	-1.1171850785	-4.1508948319	0.0201095986	0.0201095986	-4.0175875214
Pigt	0.2724898088	4.1507208739	0.0201120621	0.0201120621	-4.0177398117
Sgpl1	-0.7939724125	-4.1496203965	0.0201276556	0.0201276556	-4.0187033182
Ndrg1	0.8023572763	4.1463010599	0.0201747813	0.0201747813	-4.0216105727
Slamf9	-0.8764474535	-4.1418879869	0.0202376494	0.0202376494	-4.0254782453
Man1a1	-0.6848892608	-4.1383217102	0.0202886334	0.0202886334	-4.028605832
Mxi1	0.5091735867	4.1371622991	0.0203052431	0.0203052431	-4.0296230194
Avpi1	1.0055049055	4.1370803619	0.0203064176	0.0203064176	-4.0296949128
Echdc1	0.820157871	4.1345584329	0.0203426082	0.0203426082	-4.0319081813
Dnajc12	-0.7178580506	-4.1342922275	0.0203464331	0.0203464331	-4.0321418594
Thumpd3	0.43130301	4.1337450227	0.0203542982	0.0203542982	-4.0326222342
Preb	0.4908150986	4.1333228506	0.0203603688	0.0203603688	-4.0329928761
Psma4	0.3426226452	4.1314608808	0.0203871698	0.0203871698	-4.0346278823
Cfb	-0.6246792463	-4.1303309389	0.0204034557	0.0204034557	-4.0356203355
Shtn1	0.6819040776	4.1243867294	0.0204893982	0.0204893982	-4.0408443156
Tmem69	0.459872394	4.1213977165	0.0205327851	0.0205327851	-4.0434731017
Mfsd7	1.5125163746	4.1211826455	0.0205359114	0.0205359114	-4.043662303
Fbxl4	0.4701587882	4.1195493674	0.0205596723	0.0205596723	-4.0450993424
Tnip2	0.4989040375	4.1154951469	0.020618802	0.020618802	-4.0486681219
Acadl	0.4603379118	4.1116106693	0.0206756558	0.0206756558	-4.052089724
Pmpcb	0.2111559121	4.1076725272	0.0207334954	0.0207334954	-4.0555608366
Ino80c	0.2710972161	4.1033487146	0.0207972328	0.0207972328	-4.0593744828
Ank3	-0.8849177574	-4.1021316676	0.0208152175	0.0208152175	-4.0604484216
Vtn	-1.03635105	-4.0994951701	0.0208542447	0.0208542447	-4.0627756434
Lysmd2	1.3566218679	4.0962534768	0.020902356	0.020902356	-4.0656384573
Ambp	-0.8368818717	-4.0960831442	0.0209048878	0.0209048878	-4.0657889243
Polr1b	0.7652605053	4.0939245119	0.0209370068	0.0209370068	-4.0676961663
Bckdha	0.3724183647	4.0913670378	0.0209751403	0.0209751403	-4.069956682
Pim2	-0.8380224651	-4.0913355045	0.020975611	0.020975611	-4.0699845598
Thap11	0.3705844276	4.0897264484	0.0209996483	0.0209996483	-4.0714072789
Men1	0.2330742175	4.0886664117	0.0210155027	0.0210155027	-4.0723447647
Nusap1	-0.9961543627	-4.0884986883	0.0210180126	0.0210180126	-4.0724931126
Ppp1r15a	-1.2485296058	-4.0843928554	0.0210795721	0.0210795721	-4.0761259204
Bsdc1	0.3058714995	4.0787187888	0.021165016	0.021165016	-4.0811503468
Prmt6	1.2295212381	4.0766962911	0.0211955769	0.0211955769	-4.0829424224
Sptan1	0.5083369071	4.076223112	0.0212027348	0.0212027348	-4.0833617788
Catsperg1	1.3896607277	4.0741974095	0.0212334123	0.0212334123	-4.085157435
Erlin1	0.248301775	4.0739338987	0.0212374071	0.0212374071	-4.0853910647
Adrbk1	0.2871496378	4.07231427	0.0212619807	0.0212619807	-4.0868272575
Prdx6	0.2661610091	4.0708086668	0.0212848562	0.0212848562	-4.088162684
Gmfb	0.4072944722	4.0676023663	0.0213336741	0.0213336741	-4.0910076877
Pth1r	-0.872084969	-4.067088366	0.021341513	0.021341513	-4.0914639089
Supt6h	0.360558596	4.0639627523	0.0213892592	0.0213892592	-4.0942390057
Rras	0.7730841139	4.0561414378	0.0215093223	0.0215093223	-4.1011894999
Rhbdd2	2.5875744146	4.05536953	0.0215212174	0.0215212174	-4.1018759515
Dock7	0.513530869	4.0547654675	0.0215305316	0.0215305316	-4.1024132007
Id4	-1.6372799999	-4.053749523	0.0215462082	0.0215462082	-4.1033168961
Dync1li2	0.2381324413	4.0508959182	0.0215903174	0.0215903174	-4.105856026
Rps6ka3	0.5281963938	4.0507618644	0.0215923923	0.0215923923	-4.1059753361
Dennd2d	1.0841896761	4.0505748395	0.0215952875	0.0215952875	-4.1061417959
Ubqln4	0.2983964809	4.0502458317	0.0216003818	0.0216003818	-4.1064346388
Igfbp5	-1.5511583076	-4.0500703998	0.0216030988	0.0216030988	-4.1065907935
Pigq	0.4717149838	4.0498859607	0.0216059557	0.0216059557	-4.1067549706
RGD1359158	0.5600146762	4.0473591893	0.0216451426	0.0216451426	-4.1090046615
Plekhd1	5.0404015031	4.0461504439	0.0216639201	0.0216639201	-4.110081191
Ube2c	-1.4549323843	-4.0426911361	0.021717772	0.021717772	-4.1131633
Prkrir	0.26270095	4.041617305	0.0217345226	0.0217345226	-4.1141204006
Maz	-0.640443597	-4.0411059727	0.0217425045	0.0217425045	-4.1145762085
ERCC-00104	-5.6459349325	-4.0407336969	0.0217483181	0.0217483181	-4.1149080839
Psma8	1.2259328208	4.0405787555	0.0217507383	0.0217507383	-4.1150462168
Prkx	0.6851427958	4.0397145278	0.0217642436	0.0217642436	-4.1158167548
Scube1	-4.9065315507	-4.0395895339	0.0217661978	0.0217661978	-4.1159282075
Rala	0.2530202774	4.0393923362	0.0217692812	0.0217692812	-4.1161040463
Cenpn	-0.703914353	-4.0390111747	0.0217752427	0.0217752427	-4.1164439397
Ptma	-0.61989023	-4.0378817119	0.0217929199	0.0217929199	-4.1174512425
Myadm	0.7601873282	4.0370566698	0.0218058439	0.0218058439	-4.118187169
Sqstm1	0.5194233978	4.0362892132	0.0218178745	0.0218178745	-4.1188718202
Wdr54	1.0942618565	4.0357665002	0.0218260732	0.0218260732	-4.1193381844
Iqub	1.0946533526	4.0341898495	0.0218508263	0.0218508263	-4.1207451155
Vom2r44	0.7070452567	4.0316170058	0.0218912947	0.0218912947	-4.1230417923
Timd2	-0.5050786863	-4.029548082	0.021923905	0.021923905	-4.1248893491
Cmss1	0.3128554322	4.0274742403	0.0219566537	0.0219566537	-4.1267419326
Nploc4	0.3468597549	4.0273134475	0.0219591954	0.0219591954	-4.1268855969
Mov10	-0.3763031908	-4.0271462245	0.0219618391	0.0219618391	-4.1270350106
Taldo1	0.3270860678	4.0260965819	0.0219784426	0.0219784426	-4.1279729601
Tcf19	-0.8856920917	-4.0258680347	0.0219820598	0.0219820598	-4.1281772091
Ccdc92	2.9871375879	4.0257023582	0.0219846825	0.0219846825	-4.1283252764
Champ1	0.1085118911	4.0246656498	0.0220011026	0.0220011026	-4.1292518885
Tmem164	-0.9751986557	-4.0234481171	0.0220204063	0.0220204063	-4.1303403249
Eif2s3x	0.3610862532	4.022941994	0.0220284369	0.0220284369	-4.1307928477
Pdhb	1.0198423965	4.0206107301	0.0220654745	0.0220654745	-4.1328777121
Ttk	-1.7624131274	-4.0180227211	0.0221066822	0.0221066822	-4.1351931279
Cdt1	-1.0900110166	-4.0169647952	0.0221235548	0.0221235548	-4.1361399089
Clcn5	0.6178519374	4.0142099433	0.0221675668	0.0221675668	-4.1386061165
Gsdmd	-0.5446344491	-4.0140697491	0.0221698095	0.0221698095	-4.1387316516
Ftl1	0.3663087513	4.0134134054	0.0221803128	0.0221803128	-4.1393194055
Bphl	0.7933996747	4.0131277756	0.0221848856	0.0221848856	-4.139575206
Fundc2	0.9494161087	4.0118650096	0.0222051161	0.0222051161	-4.1407062423
Cyp4f1	-1.0053743361	-4.0104383401	0.0222280001	0.0222280001	-4.1419843685
Stard5	-0.7943388503	-4.0095184879	0.0222427703	0.0222427703	-4.1428086068
Zdhhc1	0.391949736	4.0090051857	0.0222510178	0.0222510178	-4.1432686084
Dynll2	0.2962251034	4.0086768972	0.0222562946	0.0222562946	-4.1435628284
Hdac11	0.4753174205	4.0060978111	0.0222978044	0.0222978044	-4.1458748237
Sptbn1	0.3270811991	4.0058309127	0.0223021056	0.0223021056	-4.1461141384
Sprtn	0.5042192816	4.0022958232	0.022359173	0.022359173	-4.1492848782
Zfp467	0.3305658193	4.0021254217	0.0223619285	0.0223619285	-4.1494377639
Sepsecs	0.1278658338	4.0020200095	0.0223636332	0.0223636332	-4.1495323428
Plp2	0.50038654	4.000736862	0.0223843975	0.0223843975	-4.1506837526
Gpr137	0.5851664173	3.999217491	0.0224090156	0.0224090156	-4.1520474498
Cd59	0.5618985704	3.9990815082	0.0224112206	0.0224112206	-4.1521695166
Gdi2	0.2249430315	3.9986544559	0.022418147	0.022418147	-4.1525528838
Bcat1	1.5110075097	3.9973977937	0.0224385444	0.0224385444	-4.1536811538
Wars2	0.4568263565	3.9958809899	0.0224631952	0.0224631952	-4.1550432998
Clu	0.3173344357	3.9956224551	0.0224674002	0.0224674002	-4.1552755077
Hdac5	-0.6678971673	-3.9955581781	0.0224684458	0.0224684458	-4.1553332409
F12	-0.4515124874	-3.994885136	0.022479398	0.022479398	-4.1559377995
Ftsj3	0.6324094742	3.9946355283	0.0224834615	0.0224834615	-4.1561620264
Rab1b	0.5374490512	3.9933266976	0.0225047835	0.0225047835	-4.1573379225
Zbtb7a	0.1794985169	3.992246059	0.0225224071	0.0225224071	-4.1583089956
Map10	-0.7400232797	-3.9886345291	0.0225814311	0.0225814311	-4.1615556158
Zfp384	0.2260890158	3.986625423	0.0226143499	0.0226143499	-4.1633625625
Slc2a8	-0.8694022295	-3.9830588364	0.0226729355	0.0226729355	-4.1665717559
Chst15	-0.8588380602	-3.9818342838	0.022693094	0.022693094	-4.1676740384
Abhd16a	0.70843458	3.981340947	0.0227012216	0.0227012216	-4.1681181793
Crls1	0.340420592	3.9795456048	0.0227308302	0.0227308302	-4.1697347956
Tp53i3	0.7689652891	3.9783562693	0.0227504711	0.0227504711	-4.1708059978
Ppp1r13b	0.3151579813	3.9757866692	0.0227929783	0.0227929783	-4.1731210879
Ptprm	-0.264926206	-3.9743352015	0.0228170328	0.0228170328	-4.1744292285
Polr1e	0.6218610322	3.972104526	0.0228540626	0.0228540626	-4.1764402466
Stac3	-6.4759843344	-3.9657875426	0.0229593341	0.0229593341	-4.1821392249
Taf8	0.4510951258	3.9656188591	0.0229621534	0.0229621534	-4.1822914875
Slc35e3	0.6979280413	3.965583136	0.0229627506	0.0229627506	-4.1823237336
RGD1559747	1.1780916761	3.9626977225	0.0230110458	0.0230110458	-4.1849289348
Neu4	1.8535215967	3.9620354314	0.023022149	0.023022149	-4.1855270844
Ptprf	-0.8546124915	-3.9616982407	0.0230278045	0.0230278045	-4.1858316442
Ccni	0.3950115425	3.9593244387	0.0230676678	0.0230676678	-4.1879762081
Tprn	-0.8507735607	-3.9591104216	0.0230712661	0.0230712661	-4.188169599
Hsbp1	0.2222065158	3.9579527924	0.0230907412	0.0230907412	-4.1892157792
Setd4	0.3845508466	3.9550274836	0.0231400461	0.0231400461	-4.1918603534
Slc1a5	1.4525147083	3.953870684	0.0231595798	0.0231595798	-4.1929064918
Trappc6a	0.4340819582	3.9537337168	0.023161894	0.023161894	-4.1930303698
Rhbdd3	0.2757345828	3.9519246574	0.0231924867	0.0231924867	-4.1946668113
Plagl1	-1.4080000884	-3.9495354873	0.023232967	0.023232967	-4.1968287625
Tgfbr1	-0.1721687484	-3.9488856542	0.0232439925	0.0232439925	-4.1974169423
Plgrkt	0.6982916498	3.9461781603	0.02329	0.02329	-4.1998682432
Ap3s2	0.2818808772	3.9443392774	0.0233213124	0.0233213124	-4.201533752
Adcy6	0.3962381733	3.9439323499	0.0233282486	0.0233282486	-4.2019023821
RGD1563986	0.60470694	3.943596697	0.0233339719	0.0233339719	-4.2022064642
Ctf1	0.8139352263	3.9404736999	0.0233873066	0.0233873066	-4.2050365305
Ddx28	0.7439286301	3.939941342	0.0233964134	0.0233964134	-4.2055191006
Notch2	-0.9706451855	-3.9377129438	0.0234345817	0.0234345817	-4.2075395542
Xpot	0.1222929052	3.936808579	0.0234500939	0.0234500939	-4.2083597407
Smco4	-1.2947351398	-3.9356206468	0.0234704896	0.0234704896	-4.209437287
Sirt5	0.6550303456	3.9312522713	0.0235456809	0.0235456809	-4.2134015674
Prkcd	-0.2501673911	-3.9312254153	0.0235461441	0.0235461441	-4.213425948
Surf4	-0.4014069251	-3.9302464429	0.0235630364	0.0235630364	-4.214314759
Slc46a1	-0.7718789828	-3.9287499433	0.023588888	0.023588888	-4.2156737129
Hebp2	2.5489478097	3.9278864685	0.0236038203	0.0236038203	-4.2164579777
Epb4.1l5	0.5295482352	3.9272777469	0.0236143542	0.0236143542	-4.2170109265
Golga3	0.5251178348	3.9252640498	0.023649243	0.023649243	-4.2188405206
Lin7a	-1.7523822385	-3.9207324278	0.0237279922	0.0237279922	-4.2229600736
Inpp5k	0.273827808	3.9175409654	0.0237836489	0.0237836489	-4.2258631893
Mef2bnb	0.6011713491	3.9170947663	0.0237914432	0.0237914432	-4.2262691971
Foxp4	0.3466437764	3.9162314917	0.0238065322	0.0238065322	-4.2270547978
Ndufb4	0.1645122247	3.9161033774	0.0238087725	0.0238087725	-4.2271713944
Ndufaf3	0.241904628	3.9152822308	0.0238231379	0.0238231379	-4.2279187779
Rmdn1	0.4307449833	3.9127424418	0.0238676383	0.0238676383	-4.2302310637
Gsta4	0.1606390641	3.9124830447	0.0238721891	0.0238721891	-4.2304672799
Pus1	0.5916790356	3.9109678107	0.0238987937	0.0238987937	-4.2318473094
Tug1	-0.137584843	-3.9050062173	0.0240038272	0.0240038272	-4.2372803184
Wdr86	-2.4629226657	-3.9047802123	0.0240078204	0.0240078204	-4.2374863904
Mcat	0.2649014212	3.9021487373	0.0240543754	0.0240543754	-4.2398863461
Ube2z	0.3398838686	3.9013524695	0.0240684849	0.0240684849	-4.2406127642
Ddx18	0.545543893	3.8999664621	0.0240930688	0.0240930688	-4.2418774181
Dynlt1	0.805997198	3.8956738855	0.0241694062	0.0241694062	-4.2457959991
Rps29	-0.1255649235	-3.8949931552	0.0241815397	0.0241815397	-4.2464176764
Tbc1d25	0.3210897697	3.8934057895	0.0242098628	0.0242098628	-4.2478676121
Ppp2r2b	-0.9936659426	-3.8923658525	0.0242284407	0.0242284407	-4.248817721
Cldnd1	0.5475585482	3.8898568453	0.0242733358	0.0242733358	-4.2511106796
Cd14	-1.4372806066	-3.8886813468	0.0242944054	0.0242944054	-4.2521852855
Slc30a9	0.5333544367	3.8882902452	0.0243014205	0.0243014205	-4.2525428654
Mipep	0.3628661483	3.8880713763	0.0243053474	0.0243053474	-4.252742985
Alg6	-0.1534832522	-3.8831204603	0.024394388	0.024394388	-4.2572717255
Pdlim1	0.6999380124	3.8819425091	0.0244156329	0.0244156329	-4.2583497784
Ly6g5b	1.1561877928	3.8781844338	0.0244835658	0.0244835658	-4.2617905525
Phc3	0.2665099836	3.8769608951	0.024505734	0.024505734	-4.2629112488
Mapk11	-0.8686701431	-3.8761923678	0.024519671	0.024519671	-4.2636152952
Phf20l1	-0.2480690632	-3.8745569637	0.0245493615	0.0245493615	-4.265113785
Plcg2	0.4369291472	3.8732092884	0.024573862	0.024573862	-4.2663489401
Mk1	-0.8274213088	-3.8720590882	0.0245947965	0.0245947965	-4.2674033262
Cenpl	-0.3571549746	-3.8700934795	0.0246306236	0.0246306236	-4.2692056616
Idh3B	0.2248541784	3.8700500153	0.0246314166	0.0246314166	-4.2692455221
Spry1	-0.8952237552	-3.868738764	0.0246553538	0.0246553538	-4.2704481901
Hacl1	1.5315127384	3.8658936226	0.0247073924	0.0247073924	-4.2730586289
Med1	0.2219441787	3.8645067052	0.0247328092	0.0247328092	-4.2743315831
Tmem192	0.3104228893	3.8631275735	0.0247581157	0.0247581157	-4.275597682
Atp6v0d2	1.502705298	3.8622807902	0.0247736698	0.0247736698	-4.2763752072
Cxcl12	-0.9782630145	-3.8620053295	0.0247787322	0.0247787322	-4.2766281617
Nol3	3.394308037	3.8586038661	0.0248413505	0.0248413505	-4.2797526648
Ccz1b	0.3057832735	3.8583357301	0.024846295	0.024846295	-4.2799990432
Tmed7	-0.3247351875	-3.8576675468	0.024858622	0.024858622	-4.2806130551
Ube2t	-2.1921100601	-3.8576081019	0.024859719	0.024859719	-4.2806676839
Utp3	0.3716473212	3.8539176079	0.0249279441	0.0249279441	-4.2840602408
Blzf1	0.5797979605	3.8504120684	0.0249929662	0.0249929662	-4.2872847002
Mbnl3	-0.5087067268	-3.8501575651	0.024997695	0.024997695	-4.2875188701
Paox	0.3150426106	3.8496290904	0.025007518	0.025007518	-4.2880051542
Proz	-0.4557964505	-3.8495438516	0.0250091028	0.0250091028	-4.288083592
Tob1	-0.6365523907	-3.8493490731	0.0250127247	0.0250127247	-4.2882628337
Serpinc1	-0.3427640619	-3.8451656041	0.0250906747	0.0250906747	-4.2921140016
Rpl38	0.1389881866	3.8442178495	0.0251083761	0.0251083761	-4.292986846
Nt5c	-0.7071554811	-3.8438452048	0.0251153404	0.0251153404	-4.2933300746
Igtp	-1.2432892497	-3.8428603441	0.0251337577	0.0251337577	-4.2942372938
Klf11	1.2728666236	3.8415875403	0.0251575845	0.0251575845	-4.295409976
Gli4	0.4932033253	3.8406493433	0.0251751656	0.0251751656	-4.2962745309
Lrat	-0.5882446989	-3.8400959971	0.025185542	0.025185542	-4.2967845063
Sccpdh	0.1784704386	3.8385725382	0.0252141377	0.0252141377	-4.2981888
Col3a1	-0.4803821749	-3.8375133316	0.025234043	0.025234043	-4.2991653646
Ppp1r11	0.3592483118	3.8374448298	0.025235331	0.025235331	-4.2992285277
Mir3557	1.5116751427	3.8367159518	0.0252490409	0.0252490409	-4.2999006442
Lrrfip1	1.1040528506	3.8360490941	0.0252615923	0.0252615923	-4.3005156415
Aqp3	4.1810556287	3.8344323949	0.0252920536	0.0252920536	-4.3020068954
Fn3krp	0.4263192051	3.8337539871	0.0253048495	0.0253048495	-4.3026327825
Tarsl2	0.6857090422	3.8307280324	0.0253620225	0.0253620225	-4.3054253336
Olr1353	-2.7800997819	-3.8295683942	0.0253839756	0.0253839756	-4.3064958963
Capza1	0.264185886	3.8250390159	0.0254699482	0.0254699482	-4.3106793341
Slc30a5	-0.18173854	-3.8226466967	0.0255155034	0.0255155034	-4.3128902052
Cgrrf1	-0.2304134781	-3.8223680855	0.0255208153	0.0255208153	-4.3131477419
Ccdc80	-0.6179974178	-3.8223248347	0.0255216401	0.0255216401	-4.3131877222
Reep6	0.160779063	3.821733637	0.0255329168	0.0255329168	-4.3137342445
Mrps28	0.2809817754	3.8185718968	0.0255933305	0.0255933305	-4.3166579698
Csad	0.8176002157	3.8155921823	0.0256504291	0.0256504291	-4.3194147775
Trip6	0.7499303576	3.8151847541	0.0256582488	0.0256582488	-4.3197918328
Psmb4	0.5069727141	3.8146327208	0.0256688485	0.0256688485	-4.3203027538
Hexdc	0.7005138166	3.8137261299	0.025686268	0.025686268	-4.3211419288
Lpcat4	0.4739713205	3.8114166541	0.0257307095	0.0257307095	-4.323280238
Epc1	0.2499380006	3.8109691055	0.0257393328	0.0257393328	-4.3236947115
Tmem242	0.2577778073	3.8073633288	0.0258089397	0.0258089397	-4.3270351345
Ttc9	-3.3155700036	-3.8057484399	0.0258401899	0.0258401899	-4.3285318304
Pdp2	0.6608756702	3.8042669499	0.0258689001	0.0258689001	-4.3299052436
Cyth1	0.3389383972	3.8036076129	0.0258816904	0.0258816904	-4.3305165898
l7Rn6	-0.3027285045	-3.8017400966	0.0259179604	0.0259179604	-4.3322485393
Arid5b	0.5934749268	3.8013871512	0.0259248222	0.0259248222	-4.3325759241
Btg1	-0.57887967	-3.8001245776	0.0259493873	0.0259493873	-4.3337472178
Fbp1	-0.6396822614	-3.7983592524	0.0259837826	0.0259837826	-4.3353853277
Secisbp2l	0.8826462774	3.7980573277	0.0259896709	0.0259896709	-4.3356655428
Rab40b	-0.4602269656	-3.7935363146	0.0260780416	0.0260780416	-4.3398631569
Alg5	-0.1296003736	-3.7917326778	0.026113401	0.026113401	-4.3415386547
Agt	-0.6371475335	-3.7904960517	0.0261376789	0.0261376789	-4.342687715
Taf9b	0.4536627659	3.7903239866	0.0261410592	0.0261410592	-4.3428476148
Kdm5b	-0.6126915457	-3.7899901207	0.0261476196	0.0261476196	-4.3431578889
Uchl3	0.3303711705	3.789897164	0.0261494466	0.0261494466	-4.34324428
Pspc1	0.3990942315	3.7898523955	0.0261503265	0.0261503265	-4.3432858871
Mrpl37	0.1968057728	3.7890745763	0.0261656205	0.0261656205	-4.3440088268
Mapkapk3	1.2888182628	3.7853871644	0.0262382767	0.0262382767	-4.3474373421
Ubb	0.3677460215	3.7832851263	0.0262798072	0.0262798072	-4.3493927338
Nudt2	0.6794544084	3.7827612981	0.0262901693	0.0262901693	-4.3498801239
Ublcp1	0.3866846999	3.77960659	0.0263526819	0.0263526819	-4.3528162834
Msr1	-0.2716089801	-3.7792197028	0.0263603611	0.0263603611	-4.3531764741
Rxra	0.3325507546	3.7787526045	0.026369636	0.026369636	-4.3536113719
Afmid	0.7039898694	3.7762725712	0.0264189488	0.0264189488	-4.3559210035
Mrpl40	0.3154802537	3.7747230175	0.0264498183	0.0264498183	-4.3573645711
Fmr1	0.33977521	3.774040983	0.0264634197	0.0264634197	-4.3580000736
Ccdc97	0.2942962004	3.7733306589	0.0264775944	0.0264775944	-4.3586620122
Gns	0.3962871494	3.7683873715	0.0265765016	0.0265765016	-4.3632707375
Arfgef2	0.4165466315	3.7618192895	0.0267086302	0.0267086302	-4.3694001456
Epn2	0.1769131271	3.7600219265	0.0267449296	0.0267449296	-4.3710786301
Cracr2b	1.1053394732	3.7598536335	0.0267483315	0.0267483315	-4.3712358178
Lactb2	1.2164188574	3.7590430601	0.0267647245	0.0267647245	-4.3719929645
Tmem63c	1.137312134	3.7590126469	0.0267653398	0.0267653398	-4.3720213751
Dvl3	0.1867193245	3.7574514853	0.0267969487	0.0267969487	-4.3734799314
Gab1	-0.6513004057	-3.7554901396	0.0268367259	0.0268367259	-4.3753129062
Ggnbp2	0.2765968347	3.7517898028	0.0269119709	0.0269119709	-4.37877268
Vezt	0.166368124	3.7516775144	0.0269142584	0.0269142584	-4.3788777016
Map2k4	0.5302709949	3.7514350646	0.0269191982	0.0269191982	-4.3791044679
Cmtm4	0.3066709892	3.7510393744	0.0269272626	0.0269272626	-4.3794745814
Reep3	0.3793043702	3.7488451739	0.0269720364	0.0269720364	-4.3815273941
Hnf4g	-0.8545908359	-3.7487383249	0.0269742191	0.0269742191	-4.3816273772
Pcm1	0.1974306112	3.7470682432	0.0270083635	0.0270083635	-4.3831903728
Ttyh3	-0.4349131834	-3.7458613199	0.0270330721	0.0270330721	-4.3843201774
Rabepk	0.4983393277	3.7455226432	0.0270400107	0.0270400107	-4.3846372544
Rab9b	-5.608059514	-3.740201754	0.0271493128	0.0271493128	-4.3896211352
Sec22a	-0.3565092806	-3.7394764809	0.0271642539	0.0271642539	-4.3903008128
LOC100125364	-0.2500453356	-3.7377514345	0.0271998321	0.0271998321	-4.3919177398
Sel1l	-0.567926254	-3.736641734	0.0272227497	0.0272227497	-4.3929581333
Tomm22	0.1961232863	3.7350200589	0.0272562838	0.0272562838	-4.3944788703
Gadd45a	1.1015944588	3.7333337698	0.0272912086	0.0272912086	-4.3960606337
Rbfa	-0.7861680054	-3.7320388722	0.0273180649	0.0273180649	-4.3972755667
P2ry14	-0.9640661863	-3.7306747774	0.027346392	0.027346392	-4.3985557063
Nxt1	0.2895167	3.7306656592	0.0273465815	0.0273465815	-4.3985642643
Sema6c	-1.1433606844	-3.7279574233	0.02740293	0.02740293	-4.4011066806
Popdc2	-2.6602409151	-3.7276549082	0.0274092332	0.0274092332	-4.4013907443
Cenpj	-0.3731633041	-3.7272280126	0.027418131	0.027418131	-4.4017916264
Angptl4	1.5430624325	3.7257857882	0.0274482181	0.0274482181	-4.4031461767
Extl2	0.5541663113	3.7246288243	0.0274723838	0.0274723838	-4.4042330422
Gprc5c	-0.5749880612	-3.7228321083	0.0275099646	0.0275099646	-4.4059213121
Mrm1	1.5695445572	3.7206609515	0.0275554625	0.0275554625	-4.4079620939
Hsdl1	0.4240370198	3.7204627006	0.0275596217	0.0275596217	-4.4081484768
Aip	0.298586004	3.7186783683	0.0275970905	0.0275970905	-4.4098262681
Pes1	0.5132153815	3.7183121718	0.027604788	0.027604788	-4.4101706608
Sema3a	-0.9467138689	-3.7177562035	0.0276164797	0.0276164797	-4.410693566
Tnfaip1	0.4693555048	3.7150187265	0.0276741368	0.0276741368	-4.4132689506
Uggt1	-0.4953183372	-3.7133222537	0.0277099433	0.0277099433	-4.4148655585
Rnf20	0.1884906326	3.7125154327	0.0277269926	0.0277269926	-4.4156250427
Dusp1	-1.896025697	-3.7124261106	0.0277288809	0.0277288809	-4.4157091304
Map3k10	0.8429124031	3.7119554981	0.0277388324	0.0277388324	-4.4161521853
Gosr1	0.4444023279	3.7117955956	0.0277422148	0.0277422148	-4.4163027322
Ccnc	-0.2536862884	-3.7104775823	0.0277701133	0.0277701133	-4.4175437836
Marcksl1	-0.5129073486	-3.7098447195	0.0277835216	0.0277835216	-4.4181397886
Cd302	-0.5219896137	-3.7076636926	0.027829792	0.027829792	-4.4201942721
Rbp7	-1.6224062422	-3.7030763647	0.0279274248	0.0279274248	-4.4245178699
Fiz1	0.3933859457	3.7010805382	0.0279700351	0.0279700351	-4.4263999817
Gabarapl1	0.8919127318	3.6998899568	0.027995492	0.027995492	-4.4275230251
Rprm	-0.5448440634	-3.6996232278	0.0280011992	0.0280011992	-4.4277746538
Akirin1	-0.1625917449	-3.6979055995	0.0280379855	0.0280379855	-4.4293953088
