gene_short_name	logFC	t	P.Value	adj.P.Val	B	FC
Utp3	0.3672069541	3.7714785782	0.0265513573	0.0265513573	-4.2545338407	1.28985326638615
Hebp2	2.6394452058	3.7693664697	0.0265936657	0.0265936657	-4.2564992794	6.23092005105444
Tmem63c	1.1359742011	3.7688665526	0.0266036921	0.0266036921	-4.2569645824	2.19766913512736
Aph1b	0.3577499081	3.7605424927	0.026771332	0.026771332	-4.2647179891	1.28142576911356
Acbd5	0.2976786698	3.7582475892	0.0268177804	0.0268177804	-4.2668574591	1.22916506590783
Psmb4	0.5056198789	3.7570824274	0.0268414014	0.0268414014	-4.267944018	1.41973323813177
Mapkapk3	1.2907118085	3.757010935	0.0268428516	0.0268428516	-4.2680106944	2.44648732527942
RGD1305464	-0.6681348773	-3.7564656484	0.0268539157	0.0268539157	-4.2685192739	-1.58901735019454
Dse	-0.2187729749	-3.7528615515	0.026927187	0.026927187	-4.2718819173	-1.16374339122857
Sel1l	-0.5692906902	-3.7511996188	0.0269610579	0.0269610579	-4.273433191	-1.4837938749721
Zdhhc1	0.4259738708	3.7507960292	0.0269692912	0.0269692912	-4.2738099726	1.34347909323881
Mir215	0.5860940671	3.7495077435	0.0269955934	0.0269955934	-4.275012855	1.50117697458265
Kdm5b	-0.6021076635	-3.7485320308	0.0270155352	0.0270155352	-4.2759240576	-1.51793252696902
Cd302	-0.5237332267	-3.7468279175	0.0270504082	0.0270504082	-4.2775158573	-1.4376706640398
Pacsin2	0.4521931199	3.7465762691	0.0270555627	0.0270555627	-4.2777509585	1.36811842868197
Gsta5	1.3206191285	3.7465165354	0.0270567864	0.0270567864	-4.2778067659	2.49773276279278
Mrp63	0.2877716164	3.7463205027	0.0270608028	0.0270608028	-4.2779899171	1.22075324792348
Pdk1	0.6876903187	3.7460984604	0.0270653529	0.0270653529	-4.278197376	1.61070280002846
Dusp11	0.3137830759	3.7459292825	0.0270688204	0.0270688204	-4.2783554477	1.24296276256359
Bcl2	1.7066358781	3.7439012116	0.027110431	0.027110431	-4.2802507272	3.26398828240987
Dvl3	0.1909178976	3.7413446295	0.0271629986	0.0271629986	-4.2826408257	1.14148974418471
Muc1	0.7686076277	3.7407603172	0.0271750309	0.0271750309	-4.2831872308	1.70362478931541
Ggnbp2	0.2739412746	3.7394212294	0.0272026305	0.0272026305	-4.2844396463	1.20910645773562
Rpl38	0.1135026367	3.7383821739	0.0272240703	0.0272240703	-4.2854116417	1.08185161624554
Slc35f6	0.1805571255	3.7383615481	0.0272244961	0.0272244961	-4.2854309381	1.13332145551408
Pes1	0.5132899595	3.7370269115	0.0272520662	0.0272520662	-4.2866796891	1.42730134249556
Lrp3	-0.3110108786	-3.7361434406	0.0272703355	0.0272703355	-4.2875064604	-1.24057665221229
Sptbn1	0.3247418223	3.7354291382	0.0272851177	0.0272851177	-4.2881750092	1.25244028793514
Vezt	0.1650165213	3.7352638432	0.0272885399	0.0272885399	-4.2883297277	1.12117891735121
Rala	0.2490395761	3.7346944734	0.0273003317	0.0273003317	-4.2888626991	1.18841570530325
Ttc9	-3.2485491971	-3.733966677	0.0273154139	0.0273154139	-4.2895440427	-9.50409460575648
Lactb2	1.2148259261	3.7337306898	0.0273203065	0.0273203065	-4.2897649855	2.32112774730541
Rnf7	0.5744871551	3.7336663968	0.0273216396	0.0273216396	-4.2898251812	1.48914801116193
Xpot	0.1209376607	3.7317725877	0.0273609448	0.0273609448	-4.2915985912	1.08744140115958
Ublcp1	0.383227429	3.7317274082	0.0273618833	0.0273618833	-4.2916409052	1.30425632432909
Popdc2	-2.6616224432	-3.7314251893	0.0273681625	0.0273681625	-4.2919239645	-6.32744228575639
Hsdl1	0.4226427727	3.7304482186	0.0273884732	0.0273884732	-4.2928390961	1.34038065736336
Tmem107	2.282235368	3.7300952486	0.0273958159	0.0273958159	-4.2931697608	4.86431065433627
Mrm1	1.5681205019	3.7298405329	0.0274011162	0.0274011162	-4.2934083923	2.96518167769975
Dab1	-2.5645442853	-3.7285297669	0.0274284114	0.0274284114	-4.2946365495	-5.91568111210635
Ccdc97	0.2929635412	3.7265955659	0.0274687508	0.0274687508	-4.2964493409	1.22515437025215
Lyplal1	0.4795569103	3.7262454955	0.0274760597	0.0274760597	-4.2967774999	1.39431536955629
Angptl4	1.539932948	3.7246548746	0.0275092997	0.0275092997	-4.2982688026	2.90780988549691
Reep3	0.378393244	3.7209054237	0.0275878517	0.0275878517	-4.3017857027	1.29989333385652
Prodh2	-0.7357441351	-3.7188716097	0.0276305773	0.0276305773	-4.3036942937	-1.66525617899974
Mcf2l	0.9080247627	3.7154471787	0.0277027024	0.0277027024	-4.3069093425	1.87647460090218
Arfgef2	0.4171909017	3.7138111224	0.0277372434	0.0277372434	-4.3084460122	1.33532498578094
Gadd45a	1.1001741361	3.7127633625	0.0277593922	0.0277593922	-4.309430343	2.14380567097464
Tssc4	-0.4838613526	-3.7124357803	0.0277663216	0.0277663216	-4.3097381294	-1.39848167791943
Nubpl	0.187336513	3.7115656468	0.0277847379	0.0277847379	-4.3105557623	1.13865959391036
Trim72	0.8652104069	3.7084552201	0.0278506942	0.0278506942	-4.3134794868	1.82160531610411
RT1-DOb	-0.5533919356	-3.708417011	0.0278515057	0.0278515057	-4.3135154118	-1.46753197304322
Hmgn2	0.4912567823	3.7084168659	0.0278515087	0.0278515087	-4.3135155483	1.40566887003105
Dusp1	-1.8964815756	-3.7074906744	0.0278711868	0.0278711868	-4.3143864438	-3.72304118487451
Mex3b	-0.7771974999	-3.7049760331	0.0279247007	0.0279247007	-4.3167516327	-1.71379850649429
Rbp7	-1.6240190203	-3.704853715	0.027927307	0.027927307	-4.3168667064	-3.08232507013051
Nat10	0.5007611788	3.7045555895	0.0279336606	0.0279336606	-4.3171471848	1.41495991096321
Gprc5c	-0.5753769624	-3.7028289462	0.0279704937	0.0279704937	-4.3187718963	-1.49006675243633
Ptpn23	0.4718965037	3.702532253	0.0279768289	0.0279768289	-4.3190511214	1.38693146963894
Tnfaip1	0.4680332302	3.7016078485	0.0279965789	0.0279965789	-4.3199211891	1.38322248898781
Gabarapl1	0.8890238081	3.7008807312	0.028012126	0.028012126	-4.3206056603	1.85192260618749
Fiz1	0.3907147271	3.6977082692	0.0280800845	0.0280800845	-4.323593025	1.31104274809512
Nudt2	0.6756733945	3.6975982143	0.0280824457	0.0280824457	-4.323696687	1.59734217656573
Ccnc	-0.2550457117	-3.6974507491	0.0280856099	0.0280856099	-4.3238355893	-1.19337355439736
Prps2	-0.382267132	-3.6972039208	0.0280909072	0.0280909072	-4.3240680926	-1.30338846476605
Epn2	0.1755892687	3.6966431813	0.0281029461	0.0281029461	-4.3245963244	1.12942562443343
Lrrc58	-0.6826190779	-3.6965002721	0.0281060153	0.0281060153	-4.3247309566	-1.60505093172874
Gk	-0.7439105508	-3.6945432017	0.0281480888	0.0281480888	-4.3265750002	-1.67470913738494
Spon2	-1.0701447525	-3.6890210358	0.028267228	0.028267228	-4.3317814864	-2.09964402401432
Rnf148	-0.821370866	-3.6887961335	0.0282720935	0.0282720935	-4.3319936335	-1.76708429961616
Uggt1	-0.4972683788	-3.6887444305	0.0282732122	0.0282732122	-4.3320424053	-1.41153840184139
Tnxa-ps1	-0.8047545615	-3.6877589817	0.0282945444	0.0282945444	-4.3329720664	-1.74684858393005
Acsl3	1.3215078035	3.6867138433	0.0283171905	0.0283171905	-4.3339582048	2.49927179660123
Mto1	0.2263415953	3.6860008842	0.0283326519	0.0283326519	-4.3346310146	1.16986462691686
Prmt3	0.6009734442	3.6829090656	0.0283998231	0.0283998231	-4.3375496459	1.51673962637304
Gab1	-0.6497983329	-3.6824683536	0.0284094139	0.0284094139	-4.337965794	-1.56894886497578
Anxa6	0.3128785077	3.6803114211	0.0284564111	0.0284564111	-4.3400029461	1.24218367055232
Afg3l2	0.4477002638	3.6786292035	0.0284931318	0.0284931318	-4.3415922535	1.36386444718866
Clptm1l	-0.3529323169	-3.6776187678	0.0285152166	0.0285152166	-4.3425470961	-1.27715384094767
Agpat9	2.6600455551	3.6768591628	0.0285318331	0.0285318331	-4.3432650142	6.32053007127306
Pitrm1	0.4195381928	3.6747060685	0.0285789977	0.0285789977	-4.3453004408	1.33749935223354
Epc1	0.2452598637	3.674191861	0.028590276	0.028590276	-4.3457866546	1.18530625357023
Nfil3	-2.0485940601	-3.6729600919	0.0286173153	0.0286173153	-4.3469515348	-4.13702610203246
Map3k5	1.9944843721	3.671334305	0.0286530525	0.0286530525	-4.3484894023	3.98473662789862
Pdgfa	1.3411288172	3.6706689181	0.0286676947	0.0286676947	-4.3491189264	2.53349471126359
Bnip3l	0.5251427644	3.669083031	0.0287026305	0.0287026305	-4.350619619	1.43907597923447
Rpl13a	0.1183368522	3.6649601012	0.0287937027	0.0287937027	-4.354522918	1.08548278966697
Phf20	-0.2013019385	-3.6628011122	0.0288415361	0.0288415361	-4.3565679653	-1.14973544848199
Tmem30b	1.3623962661	3.6617195129	0.0288655365	0.0288655365	-4.3575927591	2.57111878903448
Zswim4	-0.7301368393	-3.6616063796	0.0288680483	0.0288680483	-4.3576999613	-1.6587964206347
Ppip5k2	0.3316968459	3.6608198284	0.0288855191	0.0288855191	-4.3584453327	1.25849269813242
Atl3	0.4250158661	3.655983613	0.0289932297	0.0289932297	-4.3630304941	1.34258726785959
Tnfrsf4	1.0901567557	3.6550217229	0.029014712	0.029014712	-4.3639428914	2.12897167527089
Cox19	-0.2162055957	-3.6547945097	0.0290197894	0.0290197894	-4.3641584349	-1.16167426809961
Plekhh1	0.6467772939	3.6542264006	0.0290324892	0.0290324892	-4.3646974017	1.56566688482703
Ndc80	-1.0829844733	-3.6519575839	0.0290832765	0.0290832765	-4.3668503429	-2.1184138702642
Ly6g5b	1.0875978433	3.6517818233	0.0290872155	0.0290872155	-4.3670171607	2.12519885892054
Zcchc12	0.8592093117	3.6517350274	0.0290882644	0.0290882644	-4.3670615764	1.81404382717352
Klhl21	0.9913412824	3.650735242	0.0291106843	0.0291106843	-4.3680105929	1.98803241785242
Smarce1	-0.4133125025	-3.6495273269	0.0291378	0.0291378	-4.3691573809	-1.33174005051038
Nxt1	0.2880092647	3.6491295233	0.0291467369	0.0291467369	-4.3695351038	1.22095435336946
Nxn	-0.9497809761	-3.6485794434	0.0291591004	0.0291591004	-4.3700574576	-1.93157939132085
Akirin1	-0.1639295275	-3.6476858916	0.0291791976	0.0291791976	-4.3709060729	-1.12033448696613
Mapk9	-0.5008007016	-3.6469302474	0.0291962064	0.0291962064	-4.3716238145	-1.41499867448703
Maea	0.2355047667	3.645882275	0.0292198157	0.0292198157	-4.3726193705	1.17731858258453
Ndufb4	0.1619011742	3.6449816288	0.0292401249	0.0292401249	-4.3734751079	1.11876046239659
Araf	0.2844837549	3.6436667929	0.0292698053	0.0292698053	-4.3747246126	1.21797435325368
Socs3	1.9746256147	3.6434166565	0.0292754559	0.0292754559	-4.3749623512	3.93026234258146
Klf7	1.0561869744	3.6401339784	0.0293497384	0.0293497384	-4.3780832435	2.07942834842006
Cmtm4	0.3103166971	3.638268296	0.0293920605	0.0293920605	-4.379857736	1.23997986759609
Hsd17b13	0.341907899	3.6373885284	0.0294120438	0.0294120438	-4.3806946939	1.26743160719014
Tbc1d7	0.745023884	3.6371687109	0.0294170394	0.0294170394	-4.3809038342	1.67600201553288
Tmem134	0.569757989	3.63656313	0.0294308075	0.0294308075	-4.3814800395	1.48427456381081
Gcs1	-0.2069872588	-3.6358833697	0.0294462716	0.0294462716	-4.3821268952	-1.15427522345919
Nr5a2	0.1505342285	3.634012158	0.0294888924	0.0294888924	-4.3839079063	1.1099804205922
LOC100174910	0.3139064671	3.6332890537	0.0295053832	0.0295053832	-4.3845963023	1.2430690755552
Aldh16a1	0.3158508768	3.6315203807	0.0295457669	0.0295457669	-4.3862804297	1.24474556644633
Amd1	0.6166093785	3.6314212723	0.0295480318	0.0295480318	-4.3863748153	1.53326745874205
Josd1	0.42628221	3.6312568883	0.029551789	0.029551789	-4.3865313692	1.34376625825125
Rufy2	0.4851273244	3.6276512184	0.0296343498	0.0296343498	-4.389966367	1.39970939086513
Shtn1	0.6876562785	3.6274063718	0.0296399665	0.0296399665	-4.3901996987	1.6106647961558
Ncor1	-0.243992534	-3.6267346724	0.0296553819	0.0296553819	-4.3908398573	-1.18426548322026
Tfb2m	0.3151602149	3.6259960764	0.0296723441	0.0296723441	-4.3915438538	1.2441498115816
Sh3bp4	0.9707022523	3.6256303616	0.0296807474	0.0296807474	-4.3918924687	1.95979432075349
Dopey2	0.9466948471	3.6243093976	0.0297111246	0.0297111246	-4.3931518444	1.92745188569528
Rnf20	0.186247823	3.6237120068	0.029724875	0.029724875	-4.3937214735	1.13780065999641
Nav3	-0.3491715931	-3.6208324186	0.0297912666	0.0297912666	-4.3964680361	-1.27382897460948
Gtpbp10	0.4478971522	3.620486577	0.0297992526	0.0297992526	-4.3967979897	1.36405059007089
Banf1	0.4494783761	3.6199368854	0.0298119514	0.0298119514	-4.3973224674	1.36554643760038
Lpar6	-0.3440662562	-3.6188510397	0.0298370559	0.0298370559	-4.398358647	-1.26932917900232
Rnf125	-1.6797373238	-3.6180879079	0.029854715	0.029854715	-4.3990869854	-3.20369614982707
Rnpep	0.4532929073	3.6176735116	0.0298643097	0.0298643097	-4.3994825269	1.36916176287036
Rbl2	-0.434633631	-3.6162299506	0.029897763	0.029897763	-4.4008606195	-1.35156756205168
Ak2	-0.3414862843	-3.6153796062	0.0299174907	0.0299174907	-4.4016725538	-1.2670612657755
Hscb	0.6762083575	3.615141192	0.0299230247	0.0299230247	-4.4019002194	1.5979345938053
Tomm22	0.1946657845	3.6148792618	0.0299291061	0.0299291061	-4.4021503513	1.14445900390555
Gosr1	0.4431533592	3.6127645298	0.0299782609	0.0299782609	-4.4041702264	1.35957275748552
Hyal2	0.4573381162	3.6118994509	0.0299983976	0.0299983976	-4.4049967067	1.37300617716944
St3gal5	0.3552792453	3.6082502581	0.0300835258	0.0300835258	-4.4084843853	1.2792331632467
Nfat5	-0.6382296215	-3.607384988	0.0301037547	0.0301037547	-4.4093116686	-1.55641805522301
Zfp451	0.6426348744	3.6071135157	0.0301101048	0.0301101048	-4.4095712473	1.56117782330453
Srd5a1	-1.4252462018	-3.605843491	0.0301398347	0.0301398347	-4.410785786	-2.68560327562228
Map3k10	0.8641154178	3.6008980812	0.0302559484	0.0302559484	-4.4155175792	1.82022326296963
Zfp846	0.4734650194	3.5990541719	0.0302993835	0.0302993835	-4.4172828361	1.38844017849676
Rab9b	-4.6787131444	-3.596030959	0.0303707657	0.0303707657	-4.4201782636	-25.6113810431219
Ina	7.4963200081	3.5956633149	0.0303794605	0.0303794605	-4.4205304672	180.558184601169
Wdtc1	-0.5289313953	-3.5944894596	0.0304072429	0.0304072429	-4.4216551666	-1.44286007268245
LOC680039	0.5035055932	3.5924797952	0.03045488	0.03045488	-4.423581184	1.4176541270626
Ace2	0.6522591854	3.5923512603	0.0304579299	0.0304579299	-4.4237043908	1.57162735653264
Usp11	1.2059063385	3.5915798801	0.0304762415	0.0304762415	-4.424443851	2.30682144363155
Arhgap21	0.6040413256	3.5888493143	0.0305411715	0.0305411715	-4.4270621858	1.51996839485177
Lrsam1	-0.4023522361	-3.5886908736	0.0305449444	0.0305449444	-4.4272141507	-1.32166105174429
Adck5	-0.3686283259	-3.5860421597	0.0306081015	0.0306081015	-4.4297551993	-1.29112468164406
P2ry14	-0.9573589988	-3.5823749729	0.0306958109	0.0306958109	-4.433275167	-1.94175206307997
Cc2d1b	0.4074331529	3.577865317	0.0308040973	0.0308040973	-4.437606722	1.32632391430796
RGD1305420	1.1690408463	3.5776271889	0.0308098284	0.0308098284	-4.4378355357	2.24862151074731
Mcemp1	1.6729477429	3.5758801231	0.030851916	0.030851916	-4.4395145421	3.188654405072
Ywhag	0.5849174906	3.5749479601	0.0308744013	0.0308744013	-4.4404105906	1.49995320277214
Rab11fip1	0.4580768955	3.5733733888	0.0309124288	0.0309124288	-4.4419244736	1.37370945005336
Ckap2	-2.1646222719	-3.5719522278	0.030946801	0.030946801	-4.4432911988	-4.48349028576702
Rem2	0.7800116212	3.5697301699	0.0310006387	0.0310006387	-4.4454287897	1.71714470476728
Wdr1	0.3138423536	3.5696296027	0.0310030781	0.0310030781	-4.4455255527	1.24301383467888
Fbxo27	1.6731795399	3.5696138205	0.0310034609	0.0310034609	-4.4455407381	3.18916676553932
Sez6	-3.2561010327	-3.5692711723	0.0310117741	0.0310117741	-4.4458704377	-9.55397454308144
Pcyt1a	0.9232074167	3.5682734237	0.0310359969	0.0310359969	-4.4468305884	1.89632654609775
Atp6v0d1	-0.2563664228	-3.5664429742	0.0310804963	0.0310804963	-4.448592475	-1.19446652504893
Mcpt2	-0.8286071162	-3.562638324	0.031173243	0.031173243	-4.4522563271	-1.77596988252051
Inhbc	-0.9021396431	-3.5624788043	0.0311771391	0.0311771391	-4.452409994	-1.86883557562713
Erich2	-2.3987896442	-3.5617433512	0.0311951097	0.0311951097	-4.4531185157	-5.27360547052256
Stk24	0.6196540182	3.5584879691	0.0312748081	0.0312748081	-4.4562557282	1.53650665774509
Tubgcp3	0.4305970609	3.5584259346	0.0312763293	0.0312763293	-4.4563155273	1.34779124632385
Mina	0.6698491032	3.5580246318	0.031286172	0.031286172	-4.4567023842	1.5909065600175
Tcf21	-0.9451078413	-3.5559647059	0.0313367563	0.0313367563	-4.458688563	-1.92533279924551
Slu7	0.184496449	3.5559334437	0.0313375247	0.0313375247	-4.4587187112	1.13642025361241
Ncdn	0.6024136216	3.5551430733	0.0313569608	0.0313569608	-4.4594809697	1.51825447512043
Mettl24	-2.1461133186	-3.5546642691	0.0313687424	0.0313687424	-4.4599427924	-4.42633707185879
Hiatl1	-0.1447486423	-3.5512460803	0.0314530106	0.0314530106	-4.4632408155	-1.10553802099296
Adamdec1	-2.0600660137	-3.5507164935	0.0314660915	0.0314660915	-4.463751952	-4.17005384902891
Pla2g12a	2.2849937635	3.549836254	0.0314878485	0.0314878485	-4.4646016241	4.87361998691036
Cdh3	-0.6454574389	-3.5474282431	0.0315474628	0.0315474628	-4.4669266474	-1.56423518357026
Ttc38	0.6186005571	3.546401918	0.0315729136	0.0315729136	-4.4679178843	1.53538510459646
Fam126a	-0.9340141505	-3.5463048505	0.031575322	0.031575322	-4.468011642	-1.9105846124113
Lnx2	-0.7312105505	-3.5458954551	0.0315854823	0.0315854823	-4.4684070943	-1.66003142261387
Prc1	-1.244125671	-3.5453617126	0.0315987346	0.0315987346	-4.4689226989	-2.36874955293946
Cyb5b	0.8270309601	3.5441743752	0.0316282398	0.0316282398	-4.4700698516	1.7740306804275
Them4	1.5043492178	3.542557576	0.031668472	0.031668472	-4.471632294	2.83696670252192
Mrpl54	0.1402145537	3.5418855554	0.031685213	0.031685213	-4.4722818445	1.10206900040767
Troap	-1.5529504017	-3.5413726589	0.0316979975	0.0316979975	-4.4727776401	-2.93416581314361
Capn2	0.5726036588	3.5406492001	0.0317160412	0.0317160412	-4.4734770492	1.48720513717011
Slc35a3	-0.2791173154	-3.539775485	0.0317378494	0.0317378494	-4.4743218314	-1.21345223033621
Efna1	-0.4080739658	-3.5395247232	0.0317441119	0.0317441119	-4.4745643118	-1.32691316861096
Psmg2	0.3837305533	3.538735304	0.0317638368	0.0317638368	-4.4753277264	1.30471124894362
Gpd1l	1.0536699128	3.5386174581	0.0317667827	0.0317667827	-4.4754416988	2.07580354494863
Ndor1	0.5563372913	3.538577209	0.0317677889	0.0317677889	-4.4754806255	1.47053109536448
Reln	-0.6041874256	-3.5378944458	0.0317848637	0.0317848637	-4.4761409954	-1.52012232802602
Mrps27	0.972748874	3.5374897282	0.0317949904	0.0317949904	-4.4765324743	1.96257647762575
Phlpp2	1.3358274044	3.5364326591	0.0318214589	0.0318214589	-4.4775550894	2.52420206538251
Cdk20	0.3543410506	3.5337962093	0.0318875931	0.0318875931	-4.4801063876	1.2784015393865
Pcmtd1	-0.1358068492	-3.5334250028	0.0318969183	0.0318969183	-4.4804656944	-1.09870711069845
Cldn14	-0.9345365595	-3.5334126172	0.0318972295	0.0318972295	-4.4804776833	-1.91127657245876
Prrg1	0.3745654657	3.5318025841	0.0319377153	0.0319377153	-4.4820363629	1.29644901029104
Sbsn	2.1257943288	3.5313568562	0.0319489348	0.0319489348	-4.4824679474	4.36443326846076
Cog3	0.4100005762	3.5299531455	0.0319842996	0.0319842996	-4.483827325	1.32868634476231
Cdc25c	0.3842050716	3.5296433413	0.0319921113	0.0319921113	-4.4841273873	1.3051404534348
Wbp2	0.4955938692	3.528174403	0.0320291826	0.0320291826	-4.4855503438	1.40990100561096
Entpd8	0.6637185542	3.5280608184	0.0320320513	0.0320320513	-4.4856603873	1.58416054833646
Timeless	-0.4848423669	-3.5277977399	0.0320386969	0.0320386969	-4.4859152721	-1.39943295108448
Ces4a	0.8636046539	3.5268936545	0.032061548	0.032061548	-4.4867912839	1.81957895509305
Marcksl1	-0.5373563985	-3.5255434369	0.0320957127	0.0320957127	-4.4880998188	-1.45131069043409
Zcchc9	0.474279036	3.5217122078	0.0321929002	0.0321929002	-4.4918143667	1.38922380374905
Raly	-0.249343509	-3.520465926	0.0322245933	0.0322245933	-4.4930232006	-1.1886660954904
Rhbdl3	-0.9324692971	-3.5203634	0.0322272023	0.0322272023	-4.493122657	-1.90853983279634
Epb4.1l5	0.5190436487	3.5194010459	0.032251704	0.032251704	-4.494056281	1.43300500524548
Eif3i	0.4260499153	3.5178877619	0.032290279	0.032290279	-4.4955246883	1.34354990992951
Prkci	-0.2823024537	-3.5166581296	0.0323216655	0.0323216655	-4.4967181265	-1.21613421283101
Ptgds	1.256682462	3.512600412	0.0324255074	0.0324255074	-4.5006581289	2.3894564311105
Pelo	0.5738646693	3.5125890246	0.0324257994	0.0324257994	-4.5006691897	1.4885056206976
Nars	0.3611760333	3.5123908246	0.0324308822	0.0324308822	-4.5008617079	1.2844725268939
Adck4	0.3622234764	3.509408242	0.0325074889	0.0325074889	-4.5037595529	1.2854054339683
Phc3	0.3002397843	3.508268376	0.0325368251	0.0325368251	-4.5048674121	1.23134905370693
Fn1	-0.5452096063	-3.5081124985	0.0325408394	0.0325408394	-4.5050189289	-1.4592323378108
Nme2	0.4182322547	3.5047825722	0.032626741	0.032626741	-4.5082566328	1.33628918584847
Rtn4rl2	-0.7195929673	-3.5032795562	0.0326656059	0.0326656059	-4.5097186068	-1.64671737474108
Gins3	0.7552637401	3.5016730348	0.0327072106	0.0327072106	-4.5112816618	1.68794013758593
Grb14	0.2091626964	3.5011308965	0.0327212653	0.0327212653	-4.5118092255	1.15601706619766
G4	0.4854255818	3.4994447537	0.0327650257	0.0327650257	-4.5134503413	1.3999987914857
Fgr	-1.1454663388	-3.4993710086	0.0327669413	0.0327669413	-4.5135221276	-2.21217625808805
Psmc1	0.4249527712	3.499197869	0.0327714392	0.0327714392	-4.5136906716	1.34252855236209
RGD1306063	0.3938197275	3.4978873628	0.0328055089	0.0328055089	-4.5149665499	1.31386744209261
Tspo	1.9893549075	3.4974441214	0.0328170419	0.0328170419	-4.5153981419	3.97059415721031
RGD1559896	0.5596680085	3.4960575882	0.0328531515	0.0328531515	-4.5167484383	1.47392999900586
Rps17	0.1663581347	3.4949917975	0.0328809414	0.0328809414	-4.5177865851	1.12222202641637
Foxa1	-0.6563463214	-3.4947139659	0.0328881905	0.0328881905	-4.5180572405	-1.57608606883478
Cep44	-0.3194691578	-3.4937909558	0.0329122875	0.0329122875	-4.5189564992	-1.24787130795573
Pim1	1.2471723043	3.492208063	0.0329536629	0.0329536629	-4.5204989794	2.37375708150888
Entpd5	0.4516663817	3.490549993	0.0329970723	0.0329970723	-4.5221151501	1.36761901010863
Tomm40	0.3940097976	3.4902590779	0.0330046959	0.0330046959	-4.5223987595	1.31404055100342
Tpd52l2	0.4654724211	3.4902139784	0.033005878	0.033005878	-4.5224427277	1.3807694224768
Rit1	0.9080754438	3.4898133894	0.0330163798	0.0330163798	-4.5228332819	1.87654052160244
Vps35	0.3643829204	3.4896914258	0.033019578	0.033019578	-4.5229521955	1.28733088557592
Abi1	0.3169928041	3.4896330733	0.0330211082	0.0330211082	-4.5230090896	1.24573120207372
Ttyh3	-0.3884742758	-3.4895441994	0.0330234391	0.0330234391	-4.5230957433	-1.30900832796706
Sec22a	-0.372599729	-3.4884391624	0.0330524376	0.0330524376	-4.5241732812	-1.29468374326791
Mapk13	1.4194827977	3.486756611	0.0330966518	0.0330966518	-4.5258143396	2.67489599462771
Slc6a20	1.8472240337	3.4864365663	0.0331050702	0.0331050702	-4.5261265435	3.59807194378486
Med13	-0.2959669296	-3.4846767492	0.0331514076	0.0331514076	-4.5278435411	-1.22770754127669
Slc30a10	-0.8984979461	-3.4838459521	0.033173311	0.033173311	-4.5286542968	-1.86412414991689
Chmp3	0.3331650594	3.4826520726	0.0332048181	0.0332048181	-4.5298195713	1.25977410303442
Atoh8	-0.5313521823	-3.4800109215	0.033274651	0.033274651	-4.5323982574	-1.4452831689623
Acadm	0.6288237751	3.4767747335	0.0333604645	0.0333604645	-4.5355594411	1.54630378268798
Mterfd2	0.1748135038	3.4761454583	0.0333771827	0.0333771827	-4.5361743279	1.12881847378302
LOC500354	-2.4343987323	-3.4741714772	0.0334296932	0.0334296932	-4.5381035885	-5.4053900743387
Pianp	-0.4452762611	-3.4711332171	0.0335107146	0.0335107146	-4.5410742454	-1.36157481895871
Tmed9	-0.32655975	-3.4709201315	0.0335164061	0.0335164061	-4.5412826455	-1.25401947199499
Ankrd44	0.8403094218	3.4699092384	0.0335434231	0.0335434231	-4.5422714107	1.79043410376214
Hecw2	1.2112331846	3.4695317834	0.0335535178	0.0335535178	-4.5426406458	2.31535463739765
Malsu1	0.8392783165	3.4671190206	0.0336181337	0.0336181337	-4.5450014081	1.78915492383968
Trmt61a	1.2148637006	3.4655694958	0.0336597125	0.0336597125	-4.546518033	2.32118852285775
Dcun1d4	0.2903664564	3.4647636811	0.0336813602	0.0336813602	-4.5473068916	1.22295087781909
Tspan17	2.2799593492	3.4626529713	0.0337381447	0.0337381447	-4.5493736846	4.8566426900923
Parp1	0.4150462698	3.4615253304	0.0337685301	0.0337685301	-4.550478158	1.33334143904065
Mybbp1a	0.6519189366	3.4612774969	0.0337752127	0.0337752127	-4.5507209273	1.5712567437183
Igfbp3	-1.0741381442	-3.4610894233	0.0337802851	0.0337802851	-4.5509051645	-2.10546390691095
Ccna2	-1.3129053953	-3.4609817013	0.0337831908	0.0337831908	-4.5510106916	-2.48441364284957
Mturn	0.3893807457	3.4602151835	0.0338038758	0.0338038758	-4.5517616459	1.30983105866604
Slc15a4	0.7525878909	3.4565298392	0.0339035458	0.0339035458	-4.5553734876	1.68481231981367
Rabac1	0.2249138832	3.4565287259	0.033903576	0.033903576	-4.555374579	1.16870748443941
Rrp1	0.5273132596	3.4547614282	0.0339515013	0.0339515013	-4.5571074078	1.44124265910187
Zfp496	0.5187514943	3.4538324715	0.0339767262	0.0339767262	-4.5580184488	1.43271484251666
Rpl24	0.1726286848	3.4537924548	0.0339778133	0.0339778133	-4.5580576969	1.12711028357995
Ndufa4	0.1139255765	3.4515686054	0.0340382962	0.0340382962	-4.5602392387	1.08216881784986
Mnda	-0.2931537921	-3.4501300007	0.0340774932	0.0340774932	-4.5616509007	-1.22531594430934
Ctsb	0.131515967	3.4487959238	0.0341138921	0.0341138921	-4.5629602916	1.09544417657323
Pon2	-0.1767070725	-3.4477088223	0.034143588	0.034143588	-4.56402749	-1.13030104538537
Txndc15	-0.1435561803	-3.4467144713	0.0341707782	0.0341707782	-4.5650038035	-1.10462461423284
Hgfac	-0.4673095363	-3.445762167	0.0341968438	0.0341968438	-4.565938983	-1.38252880208948
