gene_short_name	logFC	t	P.Value	adj.P.Val	B	FC
Panx1	-0.6736725183	-2.1952766246	0.1056320379	0.1056320379	-6.0259799963	-1.59512835552181
Lamp1	0.2090928776	2.1950567824	0.1056554595	0.1056554595	-6.0262370051	1.1559611224472
NEWGENE_2812	-1.0475719258	-2.1950128565	0.10566014	0.10566014	-6.0262883577	-2.06704805025213
Mettl6	0.0940416945	2.1946071166	0.105703385	0.105703385	-6.026762706	1.06735618464171
Ccl3	1.2280746494	2.1934022206	0.1058319278	0.1058319278	-6.0281714356	2.34254156947974
Mpp3	-0.3179280938	-2.1931110454	0.1058630187	0.1058630187	-6.02851189	-1.24653906325057
Dnase1l1	-0.2183193681	-2.1912243504	0.1060647324	0.1060647324	-6.0307180888	-1.16337754888343
Ptpn9	0.4347788963	2.1906071474	0.1061308168	0.1061308168	-6.0314398857	1.35170365855627
Nop2	0.3032276619	2.1903824813	0.1061548839	0.1061548839	-6.0317026337	1.23390186811543
LOC500028	0.8620469157	2.1894769747	0.1062519494	0.1062519494	-6.0327616758	1.81761533985108
Slc27a1	0.3116014947	2.1892806803	0.1062730047	0.1062730047	-6.0329912636	1.24108462827271
Sar1a	0.1369247483	2.1891415499	0.1062879314	0.1062879314	-6.033153994	1.09955879427819
Ube4a	0.1150962146	2.1890664892	0.1062959853	0.1062959853	-6.0332417877	1.08304727249175
Plaur	1.2327321898	2.1886725929	0.1063382614	0.1063382614	-6.0337025115	2.3501163598155
Aagab	0.2522238707	2.1885189811	0.1063547536	0.1063547536	-6.0338821888	1.19104165532513
Arnt	-0.2846977614	-2.1878360476	0.1064281111	0.1064281111	-6.0346810316	-1.21815503853676
Slc44a3	1.6433048291	2.1875297369	0.1064610326	0.1064610326	-6.0350393445	3.12380593413144
Zfp639	0.3605873053	2.187338415	0.1064816015	0.1064816015	-6.0352631514	1.28394847250462
Bcar1	-0.6119274679	-2.1867513971	0.10654474	0.10654474	-6.0359498622	-1.52829968292427
Miox	0.7057967219	2.1867412897	0.1065458275	0.1065458275	-6.0359616864	1.63104515354634
Suclg2	0.2937777858	2.1865837364	0.1065627813	0.1065627813	-6.0361460025	1.22584603194521
Mroh1	0.301190765	2.1851573551	0.1067164117	0.1067164117	-6.0378147824	1.23216098913118
Vamp3	0.2729939334	2.1851540917	0.1067167635	0.1067167635	-6.0378186005	1.20831276236768
Ssh3	0.4094611701	2.1849793724	0.1067355996	0.1067355996	-6.0380230247	1.32818965798322
Gdi1	0.3133794558	2.1841257084	0.106827687	0.106827687	-6.0390218652	1.2426150698294
Dfnb31	-0.6139285284	-2.1831971719	0.1069279559	0.1069279559	-6.0401083884	-1.53042095037341
Camlg	0.2701031614	2.1831468034	0.1069333981	0.1069333981	-6.0401673293	1.20589405330853
RT1-DOb	-0.4642069598	-2.1825706871	0.1069956692	0.1069956692	-6.0408415125	-1.37955881031313
Tfap4	0.9421045846	2.1823845975	0.1070157922	0.1070157922	-6.0410592851	1.92132900484113
Ppil1	0.5595343447	2.1823347408	0.1070211843	0.1070211843	-6.0411176307	1.47379344765378
Cadm4	-1.1346775812	-2.181910787	0.1070670481	0.1070670481	-6.0416137793	-2.19569487076341
Ccdc47	0.1495118764	2.1817412616	0.1070853939	0.1070853939	-6.0418121777	1.10919412217333
Cnnm4	0.458106503	2.1813740233	0.1071251485	0.1071251485	-6.042241972	1.37373764209585
Tmed10	-0.1011251314	-2.1811523406	0.1071491546	0.1071491546	-6.0425014227	-1.07260964502021
Optn	0.4208556902	2.1808424002	0.1071827287	0.1071827287	-6.042864175	1.33872134075497
Svip	0.6803243972	2.1806464075	0.1072039657	0.1072039657	-6.0430935683	1.60250004482615
Snip1	0.2993764672	2.1803368252	0.1072375208	0.1072375208	-6.043455916	1.23061242769701
Bag1	0.1765939581	2.1800990373	0.1072633026	0.1072633026	-6.0437342386	1.130212427688
Pecr	0.189558129	2.1793733657	0.1073420268	0.1073420268	-6.044583645	1.14041437439033
Cpt1a	0.9019267577	2.1786804274	0.1074172625	0.1074172625	-6.045394782	1.86855982888521
ERCC-00074	0.7231334253	2.1783330317	0.107455004	0.107455004	-6.0458014519	1.65076347813627
Loxl4	-0.8138898401	-2.1782691874	0.1074619418	0.1074619418	-6.0458761908	-1.75794488525872
Kdm5a	0.3395684421	2.1782427783	0.1074648118	0.1074648118	-6.0459071065	1.26537802084849
Slc36a3	3.2917812037	2.1770764987	0.107591644	0.107591644	-6.0472724729	9.79320580819016
Gltscr2	0.1989556592	2.1756593382	0.1077459933	0.1077459933	-6.0489317144	1.14786713396027
Ecsit	0.2355991402	2.175483871	0.107765122	0.107765122	-6.0491371679	1.17739559907535
Gcat	0.5743784215	2.1751243749	0.1078043253	0.1078043253	-6.0495581087	1.4890357807058
Med29	0.1724533112	2.1748787964	0.1078311153	0.1078311153	-6.0498456679	1.12697328070072
Cxcl9	0.7796110224	2.1740463787	0.1079219807	0.1079219807	-6.0508204257	1.71666796464308
Slc41a3	1.7559755749	2.1739225572	0.1079355044	0.1079355044	-6.0509654256	3.37754636671205
Ptprv	-3.3853108289	-2.1729933171	0.1080370585	0.1080370585	-6.0520536473	-10.4491293209587
Unc45a	0.2077579648	2.1718336996	0.1081639455	0.1081639455	-6.0534117716	1.15489201666711
Clstn3	1.4325014057	2.1716455999	0.1081845439	0.1081845439	-6.0536320824	2.69914298728874
Trim5	-0.2329376297	-2.17106004	0.1082486966	0.1082486966	-6.0543179367	-1.17522552020969
Rnf125	-1.6291762574	-2.170971936	0.1082583529	0.1082583529	-6.0544211339	-3.09336325010076
Ttc8	0.6455182914	2.1702045999	0.1083424961	0.1083424961	-6.0553199523	1.56430116399324
Slc9a8	0.1587885877	2.1700054365	0.108364348	0.108364348	-6.0555532508	1.11634936033949
Shisa4	4.0229432785	2.1696949701	0.1083984221	0.1083984221	-6.0559169361	16.2564831297899
Actn3	2.6882370929	2.1695837085	0.1084106363	0.1084106363	-6.0560472719	6.44525345608544
Sod2	0.1580285951	2.1694806298	0.1084219535	0.1084219535	-6.0561680229	1.11576143718138
Klc4	0.1575063519	2.1689575037	0.1084794099	0.1084794099	-6.0567808511	1.11535761422946
Psat1	0.6797853473	2.1686209214	0.1085163963	0.1085163963	-6.0571751612	1.60190139708433
Znhit2	0.1512922067	2.1683930792	0.1085414418	0.1085414418	-6.0574420869	1.11056374693099
Rps4x-ps1	3.8766098513	2.1679241784	0.1085930067	0.1085930067	-6.0579914365	14.6884458563268
Fen1	-0.2667922361	-2.1678498244	0.108601186	0.108601186	-6.0580785492	-1.20312974965089
Smc4	-0.1767045714	-2.167571789	0.1086317775	0.1086317775	-6.0584042981	-1.1302990858628
Mdh1b	0.7602817121	2.1670758359	0.1086863709	0.1086863709	-6.0589853787	1.69382134145218
Tax1bp1	0.3572380097	2.1669534542	0.1086998472	0.1086998472	-6.0591287699	1.28097117308184
Gsta3	3.6606783051	2.1665886399	0.1087400312	0.1087400312	-6.0595562207	12.6466055869333
Blmh	0.3931472803	2.1652737762	0.1088850053	0.1088850053	-6.0610969379	1.31325518476434
Upk1b	-2.0099568557	-2.1651358376	0.1089002271	0.1089002271	-6.0612585792	-4.02770174859572
Cd5l	0.5370938897	2.1647792927	0.108939584	0.108939584	-6.0616763988	1.45104663797819
Mrps25	0.219970292	2.1645312333	0.1089669755	0.1089669755	-6.0619670957	1.16470960250223
Clvs1	-0.2804358098	-2.1641980254	0.109003782	0.109003782	-6.0623575854	-1.21456172419618
Efcab1	2.5198899198	2.1638332358	0.1090440936	0.1090440936	-6.0627850974	5.73538335540677
Lman2l	0.243249446	2.1636126693	0.109068476	0.109068476	-6.0630435941	1.18365566142883
Puf60	0.1453207685	2.1620955183	0.1092363599	0.1092363599	-6.0648217635	1.10597652856491
Fam134b	1.5874761129	2.1607798711	0.1093821885	0.1093821885	-6.0663639275	3.00523146566063
Thrap3	0.1008241453	2.1607503976	0.109385458	0.109385458	-6.0663984772	1.07238589231411
Ugp2	-0.5140925015	-2.1602994566	0.1094354947	0.1094354947	-6.0669270939	-1.42809554217136
Phlda2	1.1801057472	2.1600581188	0.1094622846	0.1094622846	-6.0672100102	2.26593385377072
Arl13a	-2.2782277762	-2.1596584317	0.109506669	0.109506669	-6.067678568	-4.85081707458355
Ppia	0.194319986	2.1595655034	0.1095169914	0.1095169914	-6.067787511	1.14418472225166
Pex11b	0.3479787518	2.1592905592	0.1095475388	0.1095475388	-6.0681098418	1.27277618952482
Jun	-1.3820072214	-2.1584508732	0.1096408923	0.1096408923	-6.0690942888	-2.60630734454724
Prkag3	2.1837663033	2.1570468834	0.1097971893	0.1097971893	-6.0707404642	4.54338103446693
Dcaf13	0.779583133	2.1560162168	0.109912091	0.109912091	-6.0719490295	1.71663477926751
Zbtb33	-0.2217312951	-2.155971034	0.1099171313	0.1099171313	-6.0720020131	-1.16613215506349
Trip10	0.0975322754	2.1550988151	0.1100144829	0.1100144829	-6.0730248581	1.06994176494441
Tmem9b	0.2817159193	2.1550806029	0.1100165167	0.1100165167	-6.0730462163	1.21563988828449
Cs	0.1551561223	2.1545066686	0.1100806314	0.1100806314	-6.0737193023	1.11354211448388
Enpp2	1.4704382518	2.1541879655	0.1101162528	0.1101162528	-6.0740930764	2.77106058176563
RGD1305110	0.3814652256	2.1533466707	0.1102103482	0.1102103482	-6.0750797872	1.30266419172464
Rpl34	-0.1429640433	-2.1530389149	0.1102447927	0.1102447927	-6.0754407534	-1.10417132724322
Tmed4	-0.1869265101	-2.1522837827	0.1103293611	0.1103293611	-6.0763264815	-1.13833604153751
Gdf10	-0.9778685251	-2.149726449	0.1106163194	0.1106163194	-6.0793264604	-1.96955338934381
Schip1	0.8326285915	2.1489354875	0.1107052481	0.1107052481	-6.0802544431	1.78092725893471
ERCC-00162	0.7457862591	2.1484955034	0.1107547518	0.1107547518	-6.0807706708	1.67688791298959
Arsb	0.617979839	2.1473318792	0.1108857977	0.1108857977	-6.0821360164	1.53472464877956
Cgref1	2.379995051	2.1466438634	0.1109633657	0.1109633657	-6.0829433589	5.20534956538197
Rce1	0.4191814783	2.146480633	0.1109817778	0.1109817778	-6.0831349053	1.33716868884279
Qpctl	-0.1512072576	-2.1463375334	0.110997922	0.110997922	-6.0833028306	-1.11049835638714
Mrpl32	0.2433128271	2.1455208784	0.1110901077	0.1110901077	-6.0842611973	1.18370766344151
Trappc2	-0.4105550092	-2.1454923287	0.1110933321	0.1110933321	-6.0842947022	-1.32919706193085
Pfdn5	0.1355047381	2.1454859915	0.1110940478	0.1110940478	-6.0843021392	1.0984770573245
Nox4	-2.1441493402	-2.1451916565	0.1111272961	0.1111272961	-6.0846475642	-4.42031548331963
Mphosph8	0.1234460813	2.1446734176	0.1111858646	0.1111858646	-6.0852557758	1.08933378527018
Eif3l	0.0847341271	2.1446244781	0.1111913973	0.1111913973	-6.085313213	1.0604922862416
Espl1	-1.1179229104	-2.144609844	0.1111930518	0.1111930518	-6.0853303882	-2.17034276961704
Gpc4	-0.5077537757	-2.1437139392	0.111294394	0.111294394	-6.0863818923	-1.42183472580168
Ctr9	0.2606997206	2.1419763498	0.1114912499	0.1114912499	-6.0884214586	1.19805963386702
Kdelc1	-0.3336573689	-2.1418410001	0.111506601	0.111506601	-6.0885803416	-1.26020406541209
Cep76	0.5422186488	2.1415329016	0.1115415539	0.1115415539	-6.0889420151	1.45621022938116
Pdzk1	-0.2610962156	-2.1395338857	0.1117686447	0.1117686447	-6.0912888342	-1.19838894111659
Pcgf5	0.2245240244	2.1390299669	0.1118259749	0.1118259749	-6.0918804817	1.16839170783548
Nmnat1	-0.282752958	-2.1380706005	0.111935215	0.111935215	-6.0930069264	-1.21651402923484
Spata25	0.2918602119	2.1371362219	0.1120417284	0.1120417284	-6.094104106	1.22421776763066
Zc3h13	0.5561069234	2.134828584	0.1123052876	0.1123052876	-6.0968141281	1.47029630138134
Kcnk6	0.8244001426	2.1344988758	0.1123430027	0.1123430027	-6.0972013642	1.77079860570903
Rsph9	0.6197228927	2.1341493478	0.1123830009	0.1123830009	-6.0976118881	1.53658001257817
Calm3	0.3318441447	2.134016503	0.1123982073	0.1123982073	-6.0977679183	1.25862119647937
Rad52	0.4379295775	2.1309727125	0.1127472749	0.1127472749	-6.1013433421	1.35465885069585
RGD1562136	-0.486498124	-2.1308733765	0.112758688	0.112758688	-6.1014600411	-1.40103997900686
Reck	0.8396494529	2.130515421	0.1127998262	0.1127998262	-6.1018805711	1.78961524699622
Mcur1	0.5861629564	2.1302676712	0.1128283091	0.1128283091	-6.1021716366	1.50124865813124
ERCC-00113	0.7239665037	2.1290057228	0.1129735197	0.1129735197	-6.1036542974	1.65171698008289
Tap2	-0.1999511158	-2.1289512792	0.1129797893	0.1129797893	-6.1037182661	-1.1486594332241
Zfp202	0.7624917666	2.1289457425	0.1129804269	0.1129804269	-6.1037247714	1.69641808304294
Rmnd5b	0.5808794439	2.1288960334	0.1129861517	0.1129861517	-6.1037831775	1.49576076270263
Scarna15	-0.8117923835	-2.1287881092	0.112998582	0.112998582	-6.1039099845	-1.75539096084934
Nr1h4	-1.0827815901	-2.1280822686	0.1130799171	0.1130799171	-6.1047393452	-2.11811598307814
Psmd4	0.2759396151	2.1274819227	0.1131491492	0.1131491492	-6.1054447821	1.21078240483786
Stbd1	0.2815832362	2.1274510138	0.1131527149	0.1131527149	-6.1054811024	1.21552809234186
Ccdc124	-0.5943669393	-2.1273802426	0.1131608798	0.1131608798	-6.1055642643	-1.50980992918774
Parp3	0.4386583108	2.1261913393	0.1132981455	0.1132981455	-6.1069613832	1.3553432880522
Syap1	0.2944351616	2.1254602523	0.1133826493	0.1133826493	-6.1078205645	1.22640472599704
Ndnl2	0.3308123385	2.1246620709	0.1134749914	0.1134749914	-6.1087586459	1.25772136052396
Cep55	-1.1176604607	-2.124384902	0.1135070776	0.1135070776	-6.1090844072	-2.16994798486663
Pgp	0.5851497139	2.1242294993	0.1135250722	0.1135250722	-6.1092670574	1.50019466206063
Kctd9	0.1870057195	2.1231655796	0.1136483557	0.1136483557	-6.1105175719	1.13839854219606
Lrrc47	0.4130630155	2.1226927892	0.1137031908	0.1137031908	-6.1110733117	1.33150977100303
Uox	0.4985191155	2.1225280465	0.1137223051	0.1137223051	-6.1112669623	1.41276265806537
Prpf18	0.1686040663	2.1206200832	0.1139439478	0.1139439478	-6.1135098802	1.12397041863725
Atpaf2	-0.2217572313	-2.1201530116	0.1139982822	0.1139982822	-6.114058994	-1.16615311951392
Nkd1	-1.0803627499	-2.1200139306	0.1140144672	0.1140144672	-6.1142225081	-2.11456769922184
Nek6	0.3673585355	2.1189956881	0.1141330424	0.1141330424	-6.1154196791	1.28998879609276
Mb21d2	-0.2282480673	-2.1188538395	0.1141495721	0.1141495721	-6.1155864604	-1.17141158478592
Gyg1	0.4005555154	2.1183568918	0.1142075035	0.1142075035	-6.116170769	1.3200160903159
Rsrc1	0.229979457	2.11822023	0.1142234407	0.1142234407	-6.1163314588	1.17281824897566
Fzd1	-0.4544879686	-2.1175547273	0.114301087	0.114301087	-6.1171139917	-1.37029638249977
Fmo4	0.7673023869	2.1175212176	0.1143049983	0.1143049983	-6.1171533951	1.70208417613472
Timp3	1.1138568667	2.1173202444	0.1143284594	0.1143284594	-6.1173897174	2.16423455940108
Eif3i	0.3081622201	2.1171083237	0.1143532045	0.1143532045	-6.1176389163	1.23812950126948
Mrpl45	0.2815750241	2.1166547747	0.1144061843	0.1144061843	-6.1181722594	1.21552117333988
Ipo7	0.3948612557	2.1166500899	0.1144067317	0.1144067317	-6.1181777685	1.31481630795062
Zfp418	0.5960892039	2.1165355054	0.114420121	0.114420121	-6.1183125148	1.51161339064698
Ppp1r3d	-0.4966840192	-2.1160410448	0.1144779202	0.1144779202	-6.1188939906	-1.41096677792623
Zdhhc23	-0.6263935205	-2.1155286602	0.1145378501	0.1145378501	-6.1194965652	-1.54370118934402
Rrm1	-0.274738727	-2.1152895923	0.1145658245	0.1145658245	-6.1197777211	-1.2097749783525
Kank4	-2.3312695249	-2.1146230179	0.1146438652	0.1146438652	-6.1205616698	-5.03247996957239
Ezr	0.4070304761	2.1144796202	0.1146606618	0.1146606618	-6.1207303224	1.32595377001085
Prr13	0.2913809238	2.1142969728	0.1146820599	0.1146820599	-6.1209451396	1.22381112898751
Tapbp	0.290045796	2.1141548955	0.1146987083	0.1146987083	-6.121112243	1.22267908902868
Slc27a5	0.8046243304	2.1138903967	0.1147297091	0.1147297091	-6.1214233359	1.74669090421353
Echs1	0.1918946626	2.1124793513	0.1148952558	0.1148952558	-6.1230830442	1.14226284225695
Lrfn3	-1.1573229663	-2.1124131181	0.1149030332	0.1149030332	-6.1231609534	-2.230431693103
Pkhd1l1	-0.6996944229	-2.1121407759	0.1149350191	0.1149350191	-6.1234813088	-1.62416074294401
Tmem98	0.3334305366	2.1121239755	0.1149369926	0.1149369926	-6.1235010713	1.26000594140981
Stag1	-0.3473135693	-2.1119828533	0.1149535715	0.1149535715	-6.1236670756	-1.27218948666907
N4bp2l1	0.8314573502	2.1103878983	0.1151411366	0.1151411366	-6.1255433543	1.77948201304524
Cpsf3	0.2614683576	2.1101370854	0.1151706641	0.1151706641	-6.1258384246	1.19869810443146
Zdhhc14	-0.7148697159	-2.1092434889	0.1152759357	0.1152759357	-6.1268897414	-1.64133498843776
Fbn1	-0.7373483606	-2.1072757307	0.1155081422	0.1155081422	-6.1292050299	-1.66710891445522
Cpne4	-2.285281388	-2.1067863205	0.1155659792	0.1155659792	-6.1297809227	-4.87459171843673
Gys2	0.5635676627	2.1062784078	0.115626038	0.115626038	-6.130378607	1.47791947178129
Ankrd12	0.2552583863	2.1058636956	0.1156751029	0.1156751029	-6.130866633	1.19354948828776
Det1	0.3269078596	2.1056988869	0.1156946082	0.1156946082	-6.1310605806	1.25432209235121
Nt5m	0.6316144113	2.1051546637	0.1157590446	0.1157590446	-6.13170104	1.54929772620796
Lnc134	0.5008469652	2.1037023064	0.1159312075	0.1159312075	-6.1334103323	1.4150440506618
LOC691141	0.3179015446	2.1035782868	0.1159459225	0.1159459225	-6.1335562996	1.24651612402263
Trak1	0.5136172958	2.1033313078	0.1159752331	0.1159752331	-6.1338469899	1.42762522282652
Atg7	0.3042895122	2.1031795165	0.1159932514	0.1159932514	-6.1340256481	1.2348103770676
Trpc3	3.7994319157	2.1030341693	0.1160105078	0.1160105078	-6.1341967233	13.9233254005993
Stox2	-0.4891697573	-2.1014295245	0.1162012167	0.1162012167	-6.1360855148	-1.40363687777362
Atp6v0a2	0.2644038275	2.1014216717	0.1162021509	0.1162021509	-6.1360947586	1.20113959369205
Tek	-0.4616081223	-2.1013307055	0.116212973	0.116212973	-6.1362018389	-1.37707594192181
Eif4a3	0.2707902468	2.1011217034	0.116237842	0.116237842	-6.1364478667	1.20646849870784
Aktip	0.5274580702	2.1007996323	0.1162761769	0.1162761769	-6.1368270007	1.44138733117958
Cadps	1.6119821994	2.1005852894	0.1163016975	0.1163016975	-6.1370793241	3.05671532621215
Tanc1	-0.4173873395	-2.1005219614	0.1163092388	0.1163092388	-6.1371538742	-1.33550681642003
Pogz	-0.1115613015	-2.1004730267	0.1163150665	0.1163150665	-6.1372114806	-1.08039682217878
Fkbp5	1.5043616554	2.1004164533	0.1163218044	0.1163218044	-6.1372780796	2.83699116036516
Mrpl48	-0.1871648138	-2.1004040322	0.1163232838	0.1163232838	-6.1372927019	-1.13852408688888
RGD1359127	0.2777989422	2.1001254319	0.1163564718	0.1163564718	-6.1376206779	1.21234385183964
Agpat6	0.2225783511	2.0998690888	0.1163870182	0.1163870182	-6.1379224574	1.16681703249574
Slc9a7	-0.5733324441	-2.0992361279	0.1164624826	0.1164624826	-6.1386676309	-1.48795659677497
Gins4	-0.5334958301	-2.0989577809	0.1164956862	0.1164956862	-6.1389953334	-1.44743225859861
Rnf8	-0.5689029566	-2.0986638669	0.1165307587	0.1165307587	-6.1393413696	-1.48339514937773
F11r	0.1503915846	2.098256868	0.1165793455	0.1165793455	-6.1398205556	1.10987067868244
Hmcn1	-0.6658677716	-2.0964344194	0.1167971929	0.1167971929	-6.1419663959	-1.58652226901461
ERCC-00079	0.7608986998	2.0963918942	0.1168022818	0.1168022818	-6.1420164701	1.69454588156931
Stim2	0.3213258846	2.0960542447	0.1168426964	0.1168426964	-6.1424140637	1.24947833343121
Abca7	-0.4481747443	-2.0959030952	0.1168607933	0.1168607933	-6.1425920502	-1.36431307527241
Dcakd	-0.3210565893	-2.0954643105	0.1169133467	0.1169133467	-6.1431087516	-1.24924512597482
Gas8	0.2861456844	2.0953963878	0.1169214843	0.1169214843	-6.1431887369	1.21937822156376
Lmf2	0.2307977665	2.0951438165	0.1169517496	0.1169517496	-6.1434861661	1.17348367064996
St13	0.1989028605	2.0945079131	0.1170279891	0.1170279891	-6.1442350305	1.14782512592549
Polr1c	0.4152401883	2.0937502431	0.1171189023	0.1171189023	-6.1451273312	1.33352067092426
Fhod3	3.7737952597	2.0919616291	0.1173338417	0.1173338417	-6.1472339348	13.6780935796652
Sec61a1	-0.1873035672	-2.0905438116	0.1175045451	0.1175045451	-6.1489039884	-1.1386335914484
Bcas3	0.2900155088	2.0904880733	0.1175112618	0.1175112618	-6.1489696458	1.2226534210002
Echdc2	0.22530963	2.0902758051	0.1175368449	0.1175368449	-6.1492196912	1.16902811747401
Ptcd2	0.6096230166	2.0892327261	0.1176626527	0.1176626527	-6.1504484542	1.5258604419294
H2afx	-0.1302163789	-2.0892281022	0.1176632108	0.1176632108	-6.1504539014	-1.09445783839167
Ccl5	-0.6335035309	-2.0883384618	0.1177706352	0.1177706352	-6.151501975	-1.55132776422128
Cbr3	-0.8930680261	-2.0883316929	0.117771453	0.117771453	-6.1515099496	-1.85712126971575
Map9	1.1427088599	2.0872988001	0.1178963179	0.1178963179	-6.1527268603	2.20795207814481
Cars	0.2307032795	2.0864621361	0.1179975728	0.1179975728	-6.1537126399	1.17340681773399
LOC500034	-0.3370262945	-2.0862632536	0.1180216567	0.1180216567	-6.1539469759	-1.2631502837607
Arap2	0.5356585282	2.0853182625	0.1181361689	0.1181361689	-6.1550604643	1.44960368526209
Pdik1l	0.3140384126	2.0850358912	0.1181704109	0.1181704109	-6.1553931968	1.24318276893225
Upp2	3.0125062633	2.0845877067	0.1182247839	0.1182247839	-6.1559213269	8.06965090373868
Srp68	0.2420044724	2.0843787727	0.1182501413	0.1182501413	-6.156167535	1.18263466644312
Inhbe	-1.8917421502	-2.0841564865	0.118277126	0.118277126	-6.1564294808	-3.71083061779076
RGD1308428	0.4937296855	2.0837771712	0.1183231899	0.1183231899	-6.1568764804	1.40808037336583
Fcna	-0.3484464619	-2.0834846053	0.118358733	0.118358733	-6.1572212584	-1.27318888019512
RGD1311863	0.4527509837	2.0834041842	0.1183685054	0.1183685054	-6.1573160327	1.36864755736489
Bcl2	1.3651991293	2.0832050251	0.1183927101	0.1183927101	-6.1575507388	2.57611880563155
Arhgef19	-1.1620228255	-2.0826399346	0.1184614191	0.1184614191	-6.1582167058	-2.23770960555941
Slc25a47	0.7249052764	2.0821082157	0.1185261124	0.1185261124	-6.1588433648	1.65279211471901
Susd2	-0.3583342055	-2.0820446127	0.1185338536	0.1185338536	-6.1589183257	-1.28194485690727
Actl7a	-1.0232880951	-2.0813639948	0.1186167288	0.1186167288	-6.159720503	-2.03254612928838
Hspb1	1.498079915	2.0808644322	0.1186776003	0.1186776003	-6.1603093095	2.82466527071526
Kat5	0.2121000659	2.0807863702	0.1186871154	0.1186871154	-6.1604013183	1.15837314862915
Cftr	1.2184587087	2.0795987855	0.1188319798	0.1188319798	-6.1618011362	2.32697983487307
Cpsf4	0.0977689295	2.079383133	0.1188583074	0.1188583074	-6.1620553387	1.0701172884382
Gpsm2	-1.070502317	-2.0792475108	0.1188748681	0.1188748681	-6.1622152065	-2.10016447441291
Hdac2	-0.3475491301	-2.0789560567	0.1189104662	0.1189104662	-6.1625587691	-1.27239722457038
Ckap4	0.7442182623	2.0788964453	0.1189177486	0.1189177486	-6.162629039	1.67506637311871
Sirt7	0.30288679	2.0787246466	0.1189387393	0.1189387393	-6.1628315567	1.23361036313524
Proser1	0.2618865353	2.0782339281	0.1189987196	0.1189987196	-6.1634100315	1.19904560785919
Hcfc2	-0.2157611744	-2.0781326271	0.1190111059	0.1190111059	-6.1635294505	-1.16131647018447
Uhrf1	-0.7524993463	-2.078058433	0.1190201788	0.1190201788	-6.1636169149	-1.68470891857443
Hexim1	-0.6829132906	-2.0762864673	0.1192371004	0.1192371004	-6.1657059295	-1.60537828748262
Sec23b	0.3497867393	2.0757689306	0.1193005423	0.1193005423	-6.1663161083	1.27437223434988
Zfp26	0.5733463032	2.0752603685	0.1193629219	0.1193629219	-6.1669157243	1.48797089074406
Mtrr	-0.2370256788	-2.0750464361	0.1193891738	0.1193891738	-6.1671679651	-1.17856038504264
Slc22a13	-2.4928591408	-2.0745514039	0.1194499452	0.1194499452	-6.1677516539	-5.6289238879726
Rps19	0.1494691492	2.0742947188	0.1194814705	0.1194814705	-6.168054316	1.10916127250242
Rfx3	-1.2975975556	-2.0740194122	0.1195152935	0.1195152935	-6.1683789404	-2.45819191835353
Ext1	0.4526813225	2.0737742842	0.1195454182	0.1195454182	-6.1686679845	1.36858147317748
Bloc1s4	0.2467057089	2.0736990052	0.1195546712	0.1195546712	-6.168756751	1.18649474341133
RGD1359108	0.3510166652	2.0734059995	0.1195906944	0.1195906944	-6.1691022574	1.2754591249784
Rpl8	-0.0709925725	-2.073244663	0.119610535	0.119610535	-6.1692925047	-1.05043913596779
Pole	-0.5235019883	-2.0732102732	0.1196147647	0.1196147647	-6.1693330573	-1.43744024942438
Zfp787	-0.1844805941	-2.0725578984	0.1196950334	0.1196950334	-6.170102355	-1.13640776467333
Nadsyn1	0.4117770595	2.0724121532	0.1197129745	0.1197129745	-6.1702742257	1.33032344954308
Ghitm	0.1888540408	2.0714681398	0.1198292564	0.1198292564	-6.1713874936	1.13985794605439
Selt	-0.1053095183	-2.0714061995	0.1198368906	0.1198368906	-6.1714605415	-1.0757251536453
Sumf2	0.2102081479	2.0713819854	0.1198398752	0.1198398752	-6.1714890978	1.15685507959612
Rnf115	0.2612402105	2.0708513267	0.1199053045	0.1199053045	-6.17211493	1.19850855787745
Galnt7	-0.802284732	-2.0707368271	0.1199194275	0.1199194275	-6.1722499678	-1.74386061550751
Tbc1d20	0.1666697297	2.0705406956	0.1199436238	0.1199436238	-6.1724812819	1.12246443144803
Cacna1g	1.8994099744	2.0698981912	0.1200229276	0.1200229276	-6.1732390592	3.73060593111581
Fam58b	0.3576675493	2.069064744	0.1201258891	0.1201258891	-6.1742220793	1.28135261874336
Ptgfrn	0.1608374845	2.0687926139	0.1201595292	0.1201595292	-6.174543057	1.11793591156644
Mgea5	0.4016988652	2.068714198	0.1201692248	0.1201692248	-6.1746355496	1.32106263050063
Mir802	0.6519139164	2.068630109	0.1201796228	0.1201796228	-6.1747347341	1.57125127616683
Alcam	-0.5260061924	-2.0681691403	0.1202366424	0.1202366424	-6.175278464	-1.43993749906538
Cog6	0.170003981	2.0679336407	0.1202657845	0.1202657845	-6.1755562502	1.12506158920077
Tssk6	-2.1235308964	-2.0672309816	0.1203527841	0.1203527841	-6.1763851024	-4.35759131350025
Nfyc	0.348546707	2.066723076	0.1204157153	0.1204157153	-6.1769842457	1.27327735029953
LOC100361645	0.4301466353	2.0659672311	0.120509437	0.120509437	-6.1778758996	1.34737051643645
Celf5	0.6627757598	2.0658128543	0.1205285895	0.1205285895	-6.1780580193	1.58312564508406
Heatr6	0.4307060227	2.0653264767	0.1205889537	0.1205889537	-6.1786318141	1.34789304421047
Fam207a	0.4270895493	2.0640397161	0.1207488209	0.1207488209	-6.1801499234	1.34451844695848
