gene_short_name	logFC	t	P.Value	adj.P.Val	B	FC
Lig4	-0.2966943859	-2.281198622	0.0972866868	0.0972866868	-6.9049761273	-1.22832674960881
Tax1bp1	0.3912034608	2.2803818519	0.097365485	0.097365485	-6.9059245918	1.31148695792395
Cdc42ep1	-0.5121843431	-2.2803633753	0.0973672684	0.0973672684	-6.9059460485	-1.42620794215147
Fdx1	0.3643814661	2.2797897294	0.0974226571	0.0974226571	-6.9066122328	1.28732958789047
Clcf1	1.3618780492	2.2793626753	0.0974639155	0.0974639155	-6.9071082011	2.57019540751562
Renbp	0.3888619092	2.2793322586	0.0974668549	0.0974668549	-6.9071435269	1.3093600887401
F7	-0.5111440164	-2.277604036	0.0976340364	0.0976340364	-6.909150844	-1.42517987500435
Trabd	0.1624826363	2.2767419625	0.0977175556	0.0977175556	-6.9101522576	1.11921145716596
Fbxo18	0.2159510504	2.2766131898	0.0977300385	0.0977300385	-6.9103018512	1.16146932344251
Ndufs2	0.1488327056	2.2756308671	0.097825324	0.097825324	-6.9114430629	1.10867207493227
Cbs	-0.2833760518	-2.2742625233	0.097958235	0.097958235	-6.9130329088	-1.21703954990296
Rpl23	0.1606826057	2.2732307208	0.0980585968	0.0980585968	-6.91423187	1.117815903336
Hpx	-0.4589168938	-2.2728184851	0.098098728	0.098098728	-6.9147109228	-1.37450951490697
Gtf2ird2	0.5092145212	2.2727286289	0.098107478	0.098107478	-6.9148153458	1.42327507905431
Gemin4	0.5777968694	2.2724691059	0.0981327551	0.0981327551	-6.9151169456	1.49256821578833
Rpp21	-0.4002207301	-2.2718320883	0.0981948319	0.0981948319	-6.9158572744	-1.31970980887801
Zdhhc5	-0.0854031399	-2.2710072937	0.0982752756	0.0982752756	-6.9168158989	-1.06098417636485
Aaed1	-0.4901038657	-2.2699715013	0.0983764078	0.0983764078	-6.9180198617	-1.40454599128713
Atad2	-0.5881184123	-2.2683841016	0.098531634	0.098531634	-6.919865215	-1.50328485834179
Nedd8	0.3296019233	2.2680961092	0.0985598265	0.0985598265	-6.9202000355	1.25666658002041
Nfat5	-0.6161599861	-2.2676827366	0.0986003094	0.0986003094	-6.9206806387	-1.53278992785808
Sf3b2	0.1279089217	2.2666462363	0.0987019027	0.0987019027	-6.9218857957	1.09270875349114
Zfp532	-0.4449718458	-2.2660656377	0.0987588641	0.0987588641	-6.9225609183	-1.36128755070778
Npepps	0.2203437441	2.2657952948	0.0987854	0.0987854	-6.9228752866	1.16501113507577
Rad21	0.1938780577	2.2657863395	0.0987862792	0.0987862792	-6.9228857003	1.14383428771252
Stam	0.4796232204	2.2655588433	0.0988086161	0.0988086161	-6.9231502506	1.39437945747078
Pah	-0.4831960735	-2.2648283533	0.09888038	0.09888038	-6.9239997585	-1.3978369358759
Rnf135	0.2546222324	2.2642405414	0.0989381714	0.0989381714	-6.9246833836	1.19302331070827
Baiap2l1	1.1774192377	2.2635591813	0.0990052095	0.0990052095	-6.9254758514	2.26171827923542
Serp1	-0.2168807829	-2.2634507486	0.099015883	0.099015883	-6.9256019705	-1.16221806366398
Ptprn2	2.3253861584	2.2621825882	0.099140813	0.099140813	-6.9270770736	5.01199910973987
Ssbp1	0.3831398364	2.2618047285	0.0991780727	0.0991780727	-6.9275166269	1.30417713937923
Ift74	0.3845152124	2.261396057	0.0992183891	0.0992183891	-6.9279920398	1.30542105384176
Trmt6	0.7739722311	2.2608501312	0.0992722759	0.0992722759	-6.9286271501	1.70997144204846
Fbxl12	0.2230183941	2.260222402	0.0993342796	0.0993342796	-6.9293574669	1.16717298296736
Pabpc4	0.1936227241	2.2595675368	0.0993990119	0.0993990119	-6.9301193992	1.14363186552706
Dlg1	-0.1832073154	-2.2594928785	0.0994063949	0.0994063949	-6.9302062665	-1.13540524825441
Ctr9	0.3005154999	2.2588441275	0.0994705771	0.0994705771	-6.9309611349	1.23158440114834
Xrcc1	0.3748892294	2.2585371982	0.0995009591	0.0995009591	-6.9313182848	1.29673998670572
Rab5b	0.2292678042	2.2563550149	0.0997172802	0.0997172802	-6.9338578105	1.17223986369987
Arhgap12	-0.3019010601	-2.2561453358	0.0997380947	0.0997380947	-6.9341018521	-1.23276777945803
Tjap1	-0.1345190571	-2.2542739281	0.0999240922	0.0999240922	-6.936280154	-1.09772680994771
Kctd18	0.2572478486	2.2531367708	0.1000373113	0.1000373113	-6.9376039753	1.1951965166733
Agfg2	0.6258223481	2.2529852457	0.100052409	0.100052409	-6.9377803836	1.54309014891483
Rab38	-0.8144488327	-2.2527764752	0.1000732148	0.1000732148	-6.9380234418	-1.75862615784585
ERCC-00042	0.9203948703	2.2518690746	0.1001637042	0.1001637042	-6.9390799239	1.89263324240717
Apopt1	0.2182688486	2.2518252177	0.1001680802	0.1001680802	-6.9391309885	1.16333681108273
Zdhhc23	-0.6640536247	-2.2512206774	0.1002284234	0.1002284234	-6.9398349026	-1.58452851737868
Ttf2	0.9431208279	2.2511202217	0.1002384547	0.1002384547	-6.9399518748	1.92268287764461
Cog7	0.2866528477	2.2509873713	0.1002517226	0.1002517226	-6.9401065697	1.21980695568844
Commd4	0.2609556394	2.2508396411	0.100266479	0.100266479	-6.9402785931	1.19827217579104
Cactin	0.113387508	2.2497221938	0.1003781804	0.1003781804	-6.941579871	1.08176528670459
Chrna5	-1.1012727927	-2.2497082981	0.1003795704	0.1003795704	-6.9415960534	-2.14543886664628
Trim36	1.9723055917	2.248598781	0.1004906248	0.1004906248	-6.9428882275	3.92394709850465
Eps8l2	0.3622557537	2.2484919862	0.1005013218	0.1005013218	-6.9430126104	1.2854341925623
Rbm22	-0.6761299955	-2.2470110383	0.1006497961	0.1006497961	-6.9447375799	-1.59784780210888
Fbxl5	0.2308396391	2.2467533778	0.1006756543	0.1006756543	-6.9450377195	1.17351773018717
Blnk	0.8637698724	2.2465510771	0.1006959622	0.1006959622	-6.9452733772	1.81978734654918
Tmie	-1.912788746	-2.2465472295	0.1006963485	0.1006963485	-6.9452778593	-3.76536245533942
Notch1	-0.7504849617	-2.2458895759	0.1007624003	0.1007624003	-6.9460439821	-1.68235825991914
Syap1	0.330154375	2.2456718127	0.1007842826	0.1007842826	-6.9462976717	1.25714788792678
Rybp	0.3196368575	2.2455064117	0.100800907	0.100800907	-6.9464903637	1.24801636966401
Stx12	0.3634733152	2.2442654622	0.1009257361	0.1009257361	-6.9479361594	1.2865194917805
Ucp3	-1.9873822151	-2.2441793305	0.1009344069	0.1009344069	-6.948036515	-3.96516861126375
Zfp191	0.2126276082	2.2438308038	0.1009695018	0.1009695018	-6.9484426057	1.15879680197132
Cacna1g	2.1286244503	2.2428381458	0.1010695356	0.1010695356	-6.9495992836	4.37300333994835
Rnf185	0.2629276552	2.2427000373	0.1010834625	0.1010834625	-6.9497602204	1.19991121060397
Gltscr1l	-0.341466268	-2.2421075186	0.1011432376	0.1011432376	-6.9504506999	-1.26704368638293
Hint2	0.1807945798	2.2419211256	0.1011620501	0.1011620501	-6.9506679167	1.13350800512655
Dynlrb1	0.4585251826	2.2406726917	0.1012881586	0.1012881586	-6.9521228964	1.37413636765828
Usp51	3.5448588626	2.239850317	0.1013713298	0.1013713298	-6.9530814158	11.6710209338702
Ttc25	1.3239020975	2.2394300007	0.1014138694	0.1014138694	-6.9535713426	2.50342302714949
Klhdc8a	-0.9097349431	-2.2390089623	0.1014565031	0.1014565031	-6.9540621295	-1.87870030543064
Slc7a6	0.9081147951	2.2353507629	0.1018278088	0.1018278088	-6.9583271055	1.87659170727512
Psmb3	0.5167115284	2.2345313134	0.1019112	0.1019112	-6.9592826629	1.43069042018381
F10	-0.1366059181	-2.2341245861	0.1019526202	0.1019526202	-6.9597569718	-1.09931582275226
Kdm5a	0.2790091967	2.2328583442	0.1020816973	0.1020816973	-6.9612337199	1.21336129499785
Pp2d1	0.2656937422	2.2326812272	0.1020997673	0.1020997673	-6.9614402947	1.20221401373687
Spag9	0.2629149627	2.2326080973	0.1021072294	0.1021072294	-6.9615255884	1.19990065410685
Abi1	0.2605662845	2.2320125957	0.1021680168	0.1021680168	-6.9622201607	1.19794882942963
Ksr1	-0.6048938041	-2.2319595697	0.1021734316	0.1021734316	-6.9622820101	-1.52086679904529
Gja5	1.2418286719	2.2317881415	0.1021909396	0.1021909396	-6.9624819656	2.36498112908303
Usp36	0.2405572228	2.2317130244	0.1021986124	0.1021986124	-6.9625695838	1.18144889308077
Snca	1.3070557077	2.2316037583	0.1022097745	0.1022097745	-6.9626970352	2.47436049958338
Abcd1	-0.4554648058	-2.2315604891	0.102214195	0.102214195	-6.9627475061	-1.37122451333041
Socs5	0.176140745	2.2310280142	0.1022686134	0.1022686134	-6.9633686213	1.12985743469534
Sts	0.6674314425	2.2303335687	0.1023396357	0.1023396357	-6.9641787133	1.58824275985408
Ppia	0.247912582	2.228908184	0.1024855932	0.1024855932	-6.9658416213	1.18748770980907
Mrpl45	0.2939999997	2.228807831	0.1024958783	0.1024958783	-6.9659587047	1.22603485979821
Jph3	0.8902963312	2.2287542711	0.1025013682	0.1025013682	-6.9660211944	1.85355680735647
Zfp385b	0.4054746436	2.2278303876	0.1025961194	0.1025961194	-6.9670991562	1.32452460449801
Mgat2	0.1802190068	2.2271257271	0.1026684564	0.1026684564	-6.9679213927	1.13305587459388
LOC691083	-0.6960325709	-2.2250336681	0.1028835677	0.1028835677	-6.9703628165	-1.62004352164635
Slc27a5	0.7435025716	2.2241037413	0.1029793542	0.1029793542	-6.9714481783	1.67423561396084
Fetub	-0.7403439635	-2.2232561292	0.1030667526	0.1030667526	-6.9724375424	-1.6705740851938
Kctd5	0.6022766102	2.2230449505	0.103088541	0.103088541	-6.9726840492	1.51811029475801
Tg	-3.8799478072	-2.2230207963	0.1030910334	0.1030910334	-6.9727122444	-14.7224697812729
Slc3a1	0.3584956497	2.2228176162	0.1031120022	0.1031120022	-6.9729494192	1.28208832045047
Adra2b	-0.3631534407	-2.2227243373	0.1031216305	0.1031216305	-6.9730583062	-1.28623427616027
Igfals	-1.2717091559	-2.2226535075	0.1031289423	0.1031289423	-6.9731409884	-2.41447438125966
Ugp2	-0.5192016097	-2.2225962343	0.1031348551	0.1031348551	-6.9732078458	-1.43316191387115
Usp10	0.2940627023	2.2219939462	0.1031970583	0.1031970583	-6.9739109422	1.22608814704315
Mapk8ip1	0.8166068705	2.2216194918	0.1032357534	0.1032357534	-6.9743480893	1.76125874582949
Rps25	0.1330820562	2.2213443202	0.1032641996	0.1032641996	-6.9746693403	1.09663396008984
Apip	0.7111452565	2.2212217313	0.1032768753	0.1032768753	-6.9748124599	1.63710318519953
Asf1a	0.3756888077	2.2209863027	0.1033012238	0.1033012238	-6.9750873215	1.29745887219488
Ppil4	0.1884085705	2.2209284781	0.1033072051	0.1033072051	-6.9751548323	1.13950603906039
Plscr3	0.1598951046	2.2204844606	0.1033531476	0.1033531476	-6.9756732379	1.11720590536716
Ncl	0.2184518969	2.2202830414	0.1033739963	0.1033739963	-6.9759084081	1.16348442393882
Hsd11b2	-1.2451168055	-2.2183210663	0.1035773352	0.1035773352	-6.9781993554	-2.37037744793895
Hps4	0.592819595	2.2174844142	0.1036641875	0.1036641875	-6.9791764087	1.50819146974828
Kcnd1	3.723365441	2.2168684395	0.1037281858	0.1037281858	-6.9798957964	13.2082318157171
Ldlrad4	-0.3120728477	-2.21616454	0.1038013756	0.1038013756	-6.9807179161	-1.24149017796931
RGD1310507	-0.3685060833	-2.2158612257	0.1038329321	0.1038329321	-6.9810721874	-1.29101528655566
Rnf138	0.3361448921	2.2158067028	0.1038386058	0.1038386058	-6.9811358711	1.26237880840701
Timm9	0.7156281776	2.2156189502	0.1038581462	0.1038581462	-6.9813551718	1.64219810710307
Ndufc2	0.1811950618	2.2151136986	0.1039107518	0.1039107518	-6.981945338	1.13382270265616
Exoc7	0.1505874689	2.2139120019	0.1040359943	0.1040359943	-6.9833490983	1.11002138343628
Bloc1s2	0.5413728717	2.2138560414	0.1040418309	0.1040418309	-6.9834144719	1.45535677921995
Kifc1	-1.1489689258	-2.2133715618	0.1040923771	0.1040923771	-6.9839804589	-2.21755352281946
Rab22a	-0.8914016905	-2.2132215926	0.1041080293	0.1041080293	-6.9841556632	-1.85497750354423
Rfx3	-1.7159653503	-2.213107337	0.104119956	0.104119956	-6.9842891458	-3.28516390115627
Irgq	0.3267301079	2.2131001676	0.1041207044	0.1041207044	-6.9842975218	1.25416755924241
Rasl10a	0.2499333761	2.2128658488	0.1041451692	0.1041451692	-6.9845712763	1.18915219848587
Mapk11	-0.7242525613	-2.2127036295	0.1041621101	0.1041621101	-6.9847608001	-1.65204451502769
Dbf4	-0.5128630161	-2.2110364791	0.1043364004	0.1043364004	-6.9867087129	-1.42687901711718
Cetn4	1.1998216159	2.2106144906	0.1043805706	0.1043805706	-6.9872018111	2.29711266263995
Slco5a1	-0.6877754545	-2.210131307	0.1044311729	0.1044311729	-6.9877664379	-1.61079785304641
Eif3g	0.4320705349	2.2099137224	0.1044539692	0.1044539692	-6.988020705	1.34916849501461
Timp3	1.1803420379	2.2095173873	0.1044955081	0.1044955081	-6.9884838699	2.26630500840166
Opa3	0.4750981113	2.2085053861	0.1046016607	0.1046016607	-6.9896665841	1.39001274523858
Flcn	0.4007333079	2.2084612939	0.1046062886	0.1046062886	-6.9897181165	1.32017877433143
Mrpl22	0.2555282056	2.2083887492	0.1046139033	0.1046139033	-6.9898029028	1.19377273214396
Wdr53	0.3402635556	2.2083377001	0.1046192621	0.1046192621	-6.9898625666	1.26598784707798
Prdm4	0.3681680195	2.2057865194	0.1048874758	0.1048874758	-6.9928445867	1.29071280100635
F9	-0.2308872445	-2.2054079538	0.1049273438	0.1049273438	-6.9932871378	-1.17355645403462
Ccl5	-0.4064604087	-2.2046870847	0.1050033098	0.1050033098	-6.9941298873	-1.32542993532895
Slc19a2	-0.7382703504	-2.2042545862	0.1050489177	0.1050489177	-6.9946355343	-1.66817466197835
Rcan2	-0.8729065237	-2.2039483672	0.1050812232	0.1050812232	-6.9949935551	-1.83134871071943
Eral1	0.4672152476	2.2036290682	0.1051149208	0.1051149208	-6.9953668782	1.38243844856357
Sos1	0.1961040229	2.2032984389	0.1051498275	0.1051498275	-6.9957534591	1.14560049644054
Pex11b	0.3981001977	2.2032182818	0.1051582922	0.1051582922	-6.9958471825	1.31777147009503
Fcna	-0.377180976	-2.2023371776	0.1052513908	0.1052513908	-6.9968774522	-1.2988015180756
Tab2	-0.2218446353	-2.2020496559	0.1052817915	0.1052817915	-6.9972136658	-1.16622377168362
Tubb3	0.9640348192	2.2007284967	0.1054216138	0.1054216138	-6.9987586659	1.95075800370053
Cxcr4	0.4767339939	2.2002174572	0.1054757567	0.1054757567	-6.9993563347	1.39158978493259
Eif3c	0.2874472456	2.1994013443	0.1055622882	0.1055622882	-7.0003108437	1.22047880863818
Eif3j	0.3836162841	2.1985043343	0.1056574925	0.1056574925	-7.0013600419	1.30460791289388
Nfxl1	0.7196300699	2.1984537163	0.1056628678	0.1056628678	-7.0014192502	1.64675972484279
Pparg	0.7885732465	2.1977706864	0.1057354326	0.1057354326	-7.0022182191	1.72736533939725
Dag1	0.378223017	2.1977605376	0.1057365113	0.1057365113	-7.0022300909	1.299739965416
Serinc5	-0.2951779334	-2.197536916	0.1057602816	0.1057602816	-7.0024916804	-1.22703630325959
Bcas3	0.342739855	2.1974148273	0.1057732619	0.1057732619	-7.0026345002	1.26816270516424
Ndufaf3	0.2814618066	2.197344468	0.1057807433	0.1057807433	-7.0027168073	1.21542578736794
Ndufb3	0.384657084	2.1970210755	0.1058151378	0.1058151378	-7.0030951219	1.30554943251836
Wnk1	0.3998397504	2.1964425603	0.1058766984	0.1058766984	-7.003771912	1.31936135251509
Aph1b	0.4084560249	2.1963248963	0.1058892243	0.1058892243	-7.0039095679	1.32726461251963
Usp21	-0.2120210316	-2.1957360027	0.1059519407	0.1059519407	-7.0045985387	-1.15830969190358
Itpk1	-0.3925525835	-2.1951509097	0.1060142952	0.1060142952	-7.0052830957	-1.31271395623763
Smarca1	-0.926573936	-2.1951051476	0.1060191739	0.1060191739	-7.0053366385	-1.90075677845214
Slc11a1	0.9338713394	2.1950680768	0.1060231263	0.1060231263	-7.0053800126	1.91039549469887
Atp5f1	0.4912658153	2.1948080128	0.1060508582	0.1060508582	-7.0056842992	1.4056776712304
Tmem104	-0.2853407043	-2.1939972409	0.1061373691	0.1061373691	-7.0066329801	-1.2186980352588
Atp5h	-0.0813800542	-2.1939495377	0.1061424617	0.1061424617	-7.0066887994	-1.05802964735963
Trappc2	-0.4697859317	-2.1928944453	0.1062551713	0.1062551713	-7.0079234569	-1.38490395965364
Alkbh8	0.388511596	2.1919546253	0.1063556844	0.1063556844	-7.0090233127	1.30904219034482
Fbxw9	0.326271643	2.191857719	0.1063660547	0.1063660547	-7.0091367253	1.25376906861444
Hsd3b6	3.305508152	2.1917379455	0.1063788738	0.1063788738	-7.0092769013	9.88683086415923
Fkbp1a	0.1849989373	2.1916488293	0.1063884129	0.1063884129	-7.0093811987	1.1368161358484
Clec9a	0.3653429311	2.1906390327	0.1064965719	0.1064965719	-7.0105630693	1.28818779758177
Topors	0.1111170953	2.1890993998	0.1066617279	0.1066617279	-7.0123652476	1.08006421890694
Grwd1	0.3407714145	2.1881426817	0.1067645049	0.1067645049	-7.0134852221	1.26643357979018
Fbxw4	0.3414815001	2.1881033259	0.1067687352	0.1067687352	-7.0135312956	1.26705706401124
ERCC-00162	0.7600018323	2.1852852549	0.1070721551	0.1070721551	-7.0168307571	1.69349277555025
Afm	-0.7565246532	-2.1852759902	0.1070731543	0.1070731543	-7.0168416055	-1.68941603937221
Etnk1	0.2528781282	2.1849878924	0.1071042304	0.1071042304	-7.0171789591	1.1915819113277
Igfbp1	-2.1718708019	-2.184954698	0.1071078116	0.1071078116	-7.0172178292	-4.5060733621857
C1qtnf2	-0.9716056001	-2.1846541537	0.1071402427	0.1071402427	-7.0175697664	-1.96102183607495
Hexim1	-0.6780149924	-2.1843138207	0.1071769811	0.1071769811	-7.0179683062	-1.59993688302687
Ogfr	0.2516553561	2.1842023009	0.1071890227	0.1071890227	-7.0180989016	1.19057240080266
Arsb	0.4991639442	2.184073841	0.1072028954	0.1072028954	-7.0182493359	1.41339424928963
Lrrc48	1.377840537	2.1824945243	0.10737362	0.10737362	-7.0200989381	2.59879086122805
Epas1	0.5680761804	2.1816227749	0.1074679918	0.1074679918	-7.0211199785	1.48254529239782
Mthfd1	0.988750425	2.1810170879	0.1075336176	0.1075336176	-7.0218294336	1.98446542262173
Rnf152	0.4655761404	2.1807513224	0.1075624278	0.1075624278	-7.0221407415	1.38086869334278
Trim17	1.8556418342	2.1805934619	0.1075795449	0.1075795449	-7.0223256567	3.61912724961819
Jun	-1.4506430135	-2.1805708759	0.1075819942	0.1075819942	-7.0223521137	-2.73329848138092
Zc3h8	0.5532134024	2.1788645389	0.1077672222	0.1077672222	-7.024351038	1.46735037751466
Shisa3	-1.2283739997	-2.1788487613	0.1077689366	0.1077689366	-7.0243695223	-2.34302768280118
Psmd1	0.3120489408	2.178128013	0.1078472888	0.1078472888	-7.0252139396	1.24146960540562
Jak2	-0.3988116139	-2.1778722474	0.1078751089	0.1078751089	-7.0255136021	-1.31842144471017
Prdm2	0.3179967993	2.1772734119	0.1079402779	0.1079402779	-7.0262152388	1.24659842862338
Cxcl9	0.7765727617	2.176570993	0.1080167778	0.1080167778	-7.0270382828	1.71305653152592
LOC365238	1.3921011458	2.1765041128	0.108024065	0.108024065	-7.0271166505	2.62460651107767
Sstr3	1.4010347883	2.1761831485	0.1080590447	0.1080590447	-7.0274927505	2.6409093625979
Gpatch4	0.5990002006	2.1754607386	0.1081378233	0.1081378233	-7.0283392914	1.51466652648426
Gpihbp1	3.3983341163	2.1754553543	0.1081384107	0.1081384107	-7.028345601	10.5438812072612
Jup	-0.2576854642	-2.1751403136	0.108172787	0.108172787	-7.0287147899	-1.19555911303694
Txndc15	-0.1377677546	-2.1744138192	0.1082521082	0.1082521082	-7.0295661865	-1.10020148440607
Bckdhb	0.6175911147	2.173888038	0.1083095569	0.1083095569	-7.0301823924	1.53431118343709
Ankra2	0.415634967	2.1737612056	0.1083234204	0.1083234204	-7.0303310414	1.33388562510844
Esyt1	-0.2667150696	-2.1737045599	0.1083296128	0.1083296128	-7.0303974313	-1.20306539867837
L2hgdh	0.2796423701	2.173658635	0.1083346334	0.1083346334	-7.0304512564	1.21389393473745
Tmem263	-0.4535786069	-2.1735381379	0.1083478079	0.1083478079	-7.0305924829	-1.36943292738636
Fkbp5	1.5299510817	2.1734303049	0.1083595994	0.1083595994	-7.0307188677	2.8877604724107
Foxa1	-0.5563400337	-2.1732890193	0.1083750511	0.1083750511	-7.030884462	-1.47053389068033
Ap3d1	0.2715053994	2.1731989027	0.108384908	0.108384908	-7.0309900844	1.20706670064544
Dalrd3	0.1991294773	2.1723878185	0.1084736712	0.1084736712	-7.0319407605	1.14800543907559
Csde1	0.1928867964	2.1717385695	0.1085447844	0.1085447844	-7.0327017917	1.14304864057608
Ank3	-0.5903688043	-2.1715843107	0.1085616886	0.1085616886	-7.0328826152	-1.50563159134571
F11r	0.1812611925	2.1705882482	0.1086709138	0.1086709138	-7.0340502596	1.13387467636189
Iffo2	-0.8305375076	-2.1697372105	0.1087643372	0.1087643372	-7.0350479684	-1.77834780130154
Atp5g1	-0.1862996056	-2.1695502852	0.1087848696	0.1087848696	-7.0352671179	-1.13784149976654
Slc39a4	0.4823936168	2.168230597	0.1089299558	0.1089299558	-7.0368143978	1.3970596463702
Fam43a	0.5265225506	2.1678365907	0.1089733164	0.1089733164	-7.0372763844	1.44045296254727
Klhl28	0.2805487187	2.1671466835	0.1090492892	0.1090492892	-7.0380853589	1.21465678253545
Rpusd2	0.5919105928	2.1666195248	0.1091073815	0.1091073815	-7.0387035259	1.50724149936836
Kif20a	-1.1107133933	-2.1650067854	0.1092853269	0.1092853269	-7.0405948423	-2.15952406464639
Ppfia1	0.1612182715	2.164581986	0.1093322542	0.1093322542	-7.0410930582	1.11823102011965
Bambi	-0.6102566864	-2.1641501286	0.1093799852	0.1093799852	-7.0415995686	-1.52653078737798
Tert	-0.7867582794	-2.163980657	0.1093987226	0.1093987226	-7.0417983403	-1.7251936122117
Akap6	-0.7777593901	-2.163894371	0.1094082642	0.1094082642	-7.0418995455	-1.71446611406704
Odc1	0.5991095318	2.1636793454	0.109432046	0.109432046	-7.0421517525	1.51478131622098
Nr1h3	0.1671886315	2.1634142778	0.1094613708	0.1094613708	-7.0424626604	1.12286822681447
Cyp7b1	-1.1966584576	-2.162865517	0.1095221098	0.1095221098	-7.0431063425	-2.2920816817486
Il17ra	-0.6409623802	-2.1626304279	0.1095481424	0.1095481424	-7.0433821041	-1.55936902249494
Fdx1l	0.269266277	2.1619689739	0.109621427	0.109621427	-7.044158022	1.20519473623832
Tmem117	-0.3258729992	-2.1615732992	0.1096652922	0.1096652922	-7.0446221862	-1.25342267647684
Fmc1	0.2156458083	2.1612285086	0.109703533	0.109703533	-7.04502667	1.16122360842809
Syngr1	0.2320495762	2.1605919279	0.1097741769	0.1097741769	-7.0457734888	1.17450233065231
Hmbs	0.2336208569	2.1586165862	0.1099937247	0.1099937247	-7.0480911328	1.1757822118023
Sync	1.0890148581	2.158544488	0.1100017477	0.1100017477	-7.0481757313	2.12728725428615
Anxa3	-0.2837038454	-2.1584006147	0.1100177596	0.1100177596	-7.0483445504	-1.21731610391382
Gmppa	-0.1848211438	-2.1583672711	0.1100214709	0.1100214709	-7.0483836756	-1.13667604659864
Uqcr11	0.3318867366	2.1581930774	0.1100408616	0.1100408616	-7.0485880753	1.25865835461601
Zmym6nb	-1.9143556134	-2.1579004349	0.1100734467	0.1100734467	-7.0489314693	-3.76945412300531
Rap1gds1	0.2137662258	2.1571160713	0.1101608389	0.1101608389	-7.0498518984	1.15971171967626
Soat2	-0.1071550151	-2.1569005923	0.1101848612	0.1101848612	-7.0501047665	-1.07710210274342
Zfp322a	0.4858274327	2.1562418065	0.1102583426	0.1102583426	-7.0508778878	1.40038880400963
Gpr81	-1.3178045343	-2.155943532	0.1102916311	0.1102916311	-7.0512279418	-2.49286461616996
Kbtbd8	0.899378096	2.1558775019	0.1102990018	0.1102990018	-7.0513054356	1.86526174948977
Kansl3	0.2484160435	2.1557225448	0.1103163015	0.1103163015	-7.0514872967	1.18790218317752
Ahnak	0.4471346951	2.1542389456	0.1104820924	0.1104820924	-7.0532285883	1.36332988662993
Cyp27a1	0.5896145785	2.1541245106	0.1104948924	0.1104948924	-7.0533629079	1.50484466869417
Mtfr2	0.5851467399	2.1538733659	0.11052299	0.11052299	-7.0536576965	1.50019156953297
Mapk1ip1	0.4132472385	2.1538622706	0.1105242315	0.1105242315	-7.0536707201	1.33167980720579
Slc25a32	1.4589298944	2.1537104974	0.1105412158	0.1105412158	-7.0538488712	2.7490438022411
Timp2	-0.3247656848	-2.1536529394	0.1105476577	0.1105476577	-7.0539164333	-1.25246100375011
Rpl3	0.2182241642	2.1531715629	0.1106015503	0.1106015503	-7.0544814879	1.16330077976572
Arfip1	0.3659012551	2.152847548	0.1106378426	0.1106378426	-7.054861838	1.28868642364756
Slc40a1	0.5502387527	2.1526954208	0.1106548868	0.1106548868	-7.0550404181	1.46432800865111
Mxd4	-0.2567600985	-2.1524455263	0.1106828915	0.1106828915	-7.0553337704	-1.1947925098172
Emc7	0.2086304456	2.1518681964	0.1107476219	0.1107476219	-7.0560115212	1.15559065763193
Il11ra1	-0.4187313332	-2.1515955699	0.1107782041	0.1107782041	-7.0563315785	-1.33675153482112
LOC100909675	0.928473247	2.1515546178	0.1107827988	0.1107827988	-7.0563796559	1.90326077657308
Prickle2	-0.3082043696	-2.1513977795	0.1108003976	0.1108003976	-7.056563784	-1.23816567475055
Dctn3	0.1520487506	2.1504663701	0.1109049779	0.1109049779	-7.0576573018	1.11114627514334
Tatdn2	0.2417049127	2.150403292	0.1109120645	0.1109120645	-7.0577313612	1.18238913090144
Ern1	0.2495734621	2.1501279129	0.1109430088	0.1109430088	-7.058054685	1.18885557367584
Srp68	0.1798410885	2.1499991544	0.1109574808	0.1109574808	-7.0582058631	1.13275910607509
Nr2f2	-0.2066979136	-2.1496688551	0.1109946152	0.1109946152	-7.0585936813	-1.15404374660757
Slc16a4	-0.375765522	-2.148533589	0.1111223592	0.1111223592	-7.059926716	-1.29752786549749
Rpl19	0.0926209297	2.1482941287	0.1111493259	0.1111493259	-7.0602079057	1.06630557062209
Psmc4	0.3380618923	2.1479557922	0.1111874404	0.1111874404	-7.0606052104	1.2640573259471
Tspan33	-0.8227520589	-2.1477713992	0.1112082191	0.1112082191	-7.0608217453	-1.76877686312471
Pdcd11	0.4429560235	2.1477538277	0.1112101994	0.1112101994	-7.0608423798	1.35938680419243
Yars	0.5467742561	2.1474726269	0.1112418964	0.1112418964	-7.0611726032	1.46081578134124
Mettl6	0.1523277959	2.1467231792	0.1113264256	0.1113264256	-7.0620527375	1.11136121324506
Flrt1	-2.1452936282	-2.1463201003	0.111371919	0.111371919	-7.0625261241	-4.42382289153665
Bcl7b	0.3450975173	2.1463134919	0.1113726651	0.1113726651	-7.0625338852	1.27023683982473
Slco1b2	-0.5246058726	-2.1462545041	0.1113793246	0.1113793246	-7.0626031634	-1.43854053388815
E2f1	-0.484527541	-2.1460914501	0.1113977352	0.1113977352	-7.0627946631	-1.39912759918561
Pomgnt1	0.2450773501	2.1456175715	0.1114512614	0.1114512614	-7.0633512259	1.18515631139826
Lin54	-0.1315711734	-2.1454006622	0.111475772	0.111475772	-7.0636059888	-1.09548609581796
Plekhs1	-1.1382607702	-2.1441579558	0.1116163174	0.1116163174	-7.0650656415	-2.20115504623776
